date,hour,rentals
1/28/2012,21,127
1/28/2012,22,103
1/28/2012,23,85
1/29/2012,0,96
1/29/2012,1,73
1/29/2012,2,51
1/29/2012,3,21
1/29/2012,4,5
1/29/2012,5,7
1/29/2012,6,5
1/29/2012,7,12
1/29/2012,8,70
1/29/2012,9,111
1/29/2012,10,191
1/29/2012,11,255
1/29/2012,12,288
1/29/2012,13,316
1/29/2012,14,280
1/29/2012,15,310
1/29/2012,16,322
1/29/2012,17,234
1/29/2012,18,168
1/29/2012,19,159
1/29/2012,20,111
1/29/2012,21,69
1/29/2012,22,64
1/29/2012,23,25
1/30/2012,0,10
1/30/2012,1,9
1/30/2012,2,7
1/30/2012,3,4
1/30/2012,4,5
1/30/2012,5,26
1/30/2012,6,80
1/30/2012,7,225
1/30/2012,8,493
1/30/2012,9,198
1/30/2012,10,85
1/30/2012,11,99
1/30/2012,12,134
1/30/2012,13,132
1/30/2012,14,115
1/30/2012,15,138
1/30/2012,16,221
1/30/2012,17,438
1/30/2012,18,410
1/30/2012,19,306
1/30/2012,20,181
1/30/2012,21,162
1/30/2012,22,94
1/30/2012,23,52
1/31/2012,0,15
1/31/2012,1,8
1/31/2012,2,2
1/31/2012,3,2
1/31/2012,4,1
1/31/2012,5,22
1/31/2012,6,104
1/31/2012,7,279
1/31/2012,8,512
1/31/2012,9,261
1/31/2012,10,144
1/31/2012,11,139
1/31/2012,12,194
1/31/2012,13,198
1/31/2012,14,160
1/31/2012,15,177
1/31/2012,16,307
1/31/2012,17,559
1/31/2012,18,502
1/31/2012,19,328
1/31/2012,20,238
1/31/2012,21,165
1/31/2012,22,129
1/31/2012,23,63
2/1/2012,0,31
2/1/2012,1,4
2/1/2012,2,7
2/1/2012,3,3
2/1/2012,4,1
2/1/2012,5,18
2/1/2012,6,67
2/1/2012,7,208
2/1/2012,8,520
2/1/2012,9,276
2/1/2012,10,133
2/1/2012,11,143
2/1/2012,12,179
2/1/2012,13,186
2/1/2012,14,192
2/1/2012,15,194
2/1/2012,16,283
2/1/2012,17,539
2/1/2012,18,526
2/1/2012,19,335
2/1/2012,20,264
2/1/2012,21,233
2/1/2012,22,140
2/1/2012,23,97
2/2/2012,0,31
2/2/2012,1,17
2/2/2012,2,9
2/2/2012,3,2
2/2/2012,4,1
2/2/2012,5,19
2/2/2012,6,74
2/2/2012,7,205
2/2/2012,8,445
2/2/2012,9,228
2/2/2012,10,78
2/2/2012,11,105
2/2/2012,12,148
2/2/2012,13,137
2/2/2012,14,141
2/2/2012,15,174
2/2/2012,16,229
2/2/2012,17,450
2/2/2012,18,410
2/2/2012,19,327
2/2/2012,20,213
2/2/2012,21,148
2/2/2012,22,109
2/2/2012,23,61
2/3/2012,0,38
2/3/2012,1,22
2/3/2012,2,6
2/3/2012,3,4
2/3/2012,4,2
2/3/2012,5,17
2/3/2012,6,88
2/3/2012,7,226
2/3/2012,8,441
2/3/2012,9,270
2/3/2012,10,129
2/3/2012,11,164
2/3/2012,12,216
2/3/2012,13,198
2/3/2012,14,170
2/3/2012,15,216
2/3/2012,16,311
2/3/2012,17,488
2/3/2012,18,385
2/3/2012,19,267
2/3/2012,20,163
2/3/2012,21,134
2/3/2012,22,119
2/3/2012,23,77
2/4/2012,0,86
2/4/2012,1,43
2/4/2012,2,44
2/4/2012,3,18
2/4/2012,4,6
2/4/2012,5,4
2/4/2012,6,5
2/4/2012,7,28
2/4/2012,8,90
2/4/2012,9,157
2/4/2012,10,224
2/4/2012,11,270
2/4/2012,12,300
2/4/2012,13,302
2/4/2012,14,276
2/4/2012,15,305
2/4/2012,16,143
2/4/2012,17,67
2/4/2012,18,64
2/4/2012,19,80
2/4/2012,20,77
2/4/2012,21,78
2/4/2012,22,95
2/4/2012,23,70
2/5/2012,0,61
2/5/2012,1,51
2/5/2012,2,63
2/5/2012,3,17
2/5/2012,4,9
2/5/2012,5,4
2/5/2012,6,4
2/5/2012,7,16
2/5/2012,8,62
2/5/2012,9,92
2/5/2012,10,148
2/5/2012,11,182
2/5/2012,12,248
2/5/2012,13,274
2/5/2012,14,243
2/5/2012,15,272
2/5/2012,16,296
2/5/2012,17,306
2/5/2012,18,181
2/5/2012,19,69
2/5/2012,20,50
2/5/2012,21,66
2/5/2012,22,191
2/5/2012,23,42
2/6/2012,0,21
2/6/2012,1,6
2/6/2012,2,3
2/6/2012,4,2
2/6/2012,5,17
2/6/2012,6,72
2/6/2012,7,234
2/6/2012,8,444
2/6/2012,9,277
2/6/2012,10,116
2/6/2012,11,116
2/6/2012,12,150
2/6/2012,13,141
2/6/2012,14,140
2/6/2012,15,171
2/6/2012,16,228
2/6/2012,17,430
2/6/2012,18,437
2/6/2012,19,291
2/6/2012,20,201
2/6/2012,21,154
2/6/2012,22,87
2/6/2012,23,46
2/7/2012,0,23
2/7/2012,1,14
2/7/2012,2,4
2/7/2012,3,2
2/7/2012,4,3
2/7/2012,5,15
2/7/2012,6,100
2/7/2012,7,299
2/7/2012,8,529
2/7/2012,9,289
2/7/2012,10,116
2/7/2012,11,129
2/7/2012,12,172
2/7/2012,13,184
2/7/2012,14,138
2/7/2012,15,146
2/7/2012,16,276
2/7/2012,17,509
2/7/2012,18,518
2/7/2012,19,338
2/7/2012,20,212
2/7/2012,21,190
2/7/2012,22,118
2/7/2012,23,51
2/8/2012,0,23
2/8/2012,1,10
2/8/2012,2,1
2/8/2012,3,1
2/8/2012,4,1
2/8/2012,5,20
2/8/2012,6,98
2/8/2012,7,281
2/8/2012,8,508
2/8/2012,9,253
2/8/2012,10,108
2/8/2012,11,102
2/8/2012,12,138
2/8/2012,13,126
2/8/2012,14,108
2/8/2012,15,54
2/8/2012,16,75
2/8/2012,17,155
2/8/2012,18,167
2/8/2012,19,161
2/8/2012,20,125
2/8/2012,21,129
2/8/2012,22,98
2/8/2012,23,60
2/9/2012,0,26
2/9/2012,1,12
2/9/2012,2,2
2/9/2012,3,4
2/9/2012,4,1
2/9/2012,5,18
2/9/2012,6,76
2/9/2012,7,267
2/9/2012,8,484
2/9/2012,9,238
2/9/2012,10,97
2/9/2012,11,99
2/9/2012,12,158
2/9/2012,13,154
2/9/2012,14,144
2/9/2012,15,134
2/9/2012,16,238
2/9/2012,17,399
2/9/2012,18,417
2/9/2012,19,295
2/9/2012,20,199
2/9/2012,21,177
2/9/2012,22,107
2/9/2012,23,84
2/10/2012,0,43
2/10/2012,1,13
2/10/2012,2,16
2/10/2012,3,5
2/10/2012,4,2
2/10/2012,5,17
2/10/2012,6,64
2/10/2012,7,230
2/10/2012,8,448
2/10/2012,9,275
2/10/2012,10,124
2/10/2012,11,153
2/10/2012,12,176
2/10/2012,13,192
2/10/2012,14,146
2/10/2012,15,191
2/10/2012,16,268
2/10/2012,17,396
2/10/2012,18,359
2/10/2012,19,262
2/10/2012,20,151
2/10/2012,21,122
2/10/2012,22,113
2/10/2012,23,65
2/11/2012,0,53
2/11/2012,1,45
2/11/2012,2,26
2/11/2012,3,9
2/11/2012,4,4
2/11/2012,5,2
2/11/2012,6,9
2/11/2012,7,19
2/11/2012,8,78
2/11/2012,9,90
2/11/2012,10,166
2/11/2012,11,183
2/11/2012,12,221
2/11/2012,13,235
2/11/2012,14,243
2/11/2012,15,124
2/11/2012,16,146
2/11/2012,17,144
2/11/2012,18,108
2/11/2012,19,87
2/11/2012,20,63
2/11/2012,21,48
2/11/2012,22,46
2/11/2012,23,20
2/12/2012,0,21
2/12/2012,1,24
2/12/2012,2,27
2/12/2012,3,14
2/12/2012,4,1
2/12/2012,5,3
2/12/2012,6,2
2/12/2012,7,18
2/12/2012,8,26
2/12/2012,9,63
2/12/2012,10,91
2/12/2012,11,124
2/12/2012,12,140
2/12/2012,13,138
2/12/2012,14,111
2/12/2012,15,155
2/12/2012,16,164
2/12/2012,17,87
2/12/2012,18,96
2/12/2012,19,80
2/12/2012,20,57
2/12/2012,21,36
2/12/2012,22,28
2/12/2012,23,23
2/13/2012,0,9
2/13/2012,1,6
2/13/2012,2,4
2/13/2012,3,1
2/13/2012,4,2
2/13/2012,5,17
2/13/2012,6,72
2/13/2012,7,195
2/13/2012,8,417
2/13/2012,9,205
2/13/2012,10,71
2/13/2012,11,90
2/13/2012,12,118
2/13/2012,13,140
2/13/2012,14,135
2/13/2012,15,155
2/13/2012,16,211
2/13/2012,17,407
2/13/2012,18,405
2/13/2012,19,263
2/13/2012,20,214
2/13/2012,21,147
2/13/2012,22,102
2/13/2012,23,36
2/14/2012,0,14
2/14/2012,1,6
2/14/2012,2,3
2/14/2012,3,3
2/14/2012,4,2
2/14/2012,5,22
2/14/2012,6,90
2/14/2012,7,280
2/14/2012,8,513
2/14/2012,9,262
2/14/2012,10,98
2/14/2012,11,112
2/14/2012,12,172
2/14/2012,13,173
2/14/2012,14,124
2/14/2012,15,145
2/14/2012,16,266
2/14/2012,17,523
2/14/2012,18,406
2/14/2012,19,281
2/14/2012,20,184
2/14/2012,21,109
2/14/2012,22,77
2/14/2012,23,57
2/15/2012,0,22
2/15/2012,1,5
2/15/2012,2,4
2/15/2012,3,3
2/15/2012,4,1
2/15/2012,5,25
2/15/2012,6,95
2/15/2012,7,321
2/15/2012,8,515
2/15/2012,9,231
2/15/2012,10,120
2/15/2012,11,138
2/15/2012,12,163
2/15/2012,13,170
2/15/2012,14,134
2/15/2012,15,171
2/15/2012,16,231
2/15/2012,17,487
2/15/2012,18,468
2/15/2012,19,311
2/15/2012,20,211
2/15/2012,21,178
2/15/2012,22,107
2/15/2012,23,58
2/16/2012,0,23
2/16/2012,1,5
2/16/2012,2,7
2/16/2012,3,1
2/16/2012,4,3
2/16/2012,5,20
2/16/2012,6,87
2/16/2012,7,288
2/16/2012,8,498
2/16/2012,9,202
2/16/2012,10,44
2/16/2012,11,71
2/16/2012,12,45
2/16/2012,13,64
2/16/2012,14,31
2/16/2012,15,53
2/16/2012,16,118
2/16/2012,17,289
2/16/2012,18,353
2/16/2012,19,258
2/16/2012,20,216
2/16/2012,21,145
2/16/2012,22,111
2/16/2012,23,73
2/17/2012,0,34
2/17/2012,1,18
2/17/2012,2,12
2/17/2012,3,1
2/17/2012,4,1
2/17/2012,5,16
2/17/2012,6,71
2/17/2012,7,226
2/17/2012,8,520
2/17/2012,9,283
2/17/2012,10,116
2/17/2012,11,142
2/17/2012,12,198
2/17/2012,13,205
2/17/2012,14,170
2/17/2012,15,221
2/17/2012,16,307
2/17/2012,17,465
2/17/2012,18,377
2/17/2012,19,282
2/17/2012,20,171
2/17/2012,21,129
2/17/2012,22,107
2/17/2012,23,82
2/18/2012,0,86
2/18/2012,1,45
2/18/2012,2,45
2/18/2012,3,18
2/18/2012,4,7
2/18/2012,5,1
2/18/2012,6,9
2/18/2012,7,41
2/18/2012,8,102
2/18/2012,9,138
2/18/2012,10,205
2/18/2012,11,286
2/18/2012,12,369
2/18/2012,13,384
2/18/2012,14,427
2/18/2012,15,499
2/18/2012,16,404
2/18/2012,17,364
2/18/2012,18,246
2/18/2012,19,188
2/18/2012,20,148
2/18/2012,21,114
2/18/2012,22,118
2/18/2012,23,74
2/19/2012,0,74
2/19/2012,1,72
2/19/2012,2,48
2/19/2012,3,15
2/19/2012,4,3
2/19/2012,5,2
2/19/2012,6,5
2/19/2012,7,14
2/19/2012,8,56
2/19/2012,9,93
2/19/2012,10,191
2/19/2012,11,226
2/19/2012,12,255
2/19/2012,13,261
2/19/2012,14,237
2/19/2012,15,253
2/19/2012,16,212
2/19/2012,17,157
2/19/2012,18,167
2/19/2012,19,119
2/19/2012,20,103
2/19/2012,21,36
2/19/2012,22,55
2/19/2012,23,35
2/20/2012,0,41
2/20/2012,1,15
2/20/2012,2,20
2/20/2012,3,8
2/20/2012,5,6
2/20/2012,6,10
2/20/2012,7,44
2/20/2012,8,120
2/20/2012,9,110
2/20/2012,10,143
2/20/2012,11,208
2/20/2012,12,281
2/20/2012,13,312
2/20/2012,14,263
2/20/2012,15,289
2/20/2012,16,280
2/20/2012,17,253
2/20/2012,18,242
2/20/2012,19,172
2/20/2012,20,126
2/20/2012,21,98
2/20/2012,22,62
2/20/2012,23,26
2/21/2012,0,12
2/21/2012,1,7
2/21/2012,2,3
2/21/2012,4,2
2/21/2012,5,15
2/21/2012,6,86
2/21/2012,7,279
2/21/2012,8,464
2/21/2012,9,217
2/21/2012,10,85
2/21/2012,11,86
2/21/2012,12,163
2/21/2012,13,131
2/21/2012,14,124
2/21/2012,15,160
2/21/2012,16,254
2/21/2012,17,432
2/21/2012,18,425
2/21/2012,19,304
2/21/2012,20,227
2/21/2012,21,154
2/21/2012,22,100
2/21/2012,23,47
2/22/2012,0,24
2/22/2012,1,7
2/22/2012,2,6
2/22/2012,3,4
2/22/2012,4,2
2/22/2012,5,30
2/22/2012,6,90
2/22/2012,7,302
2/22/2012,8,576
2/22/2012,9,252
2/22/2012,10,139
2/22/2012,11,171
2/22/2012,12,207
2/22/2012,13,190
2/22/2012,14,177
2/22/2012,15,195
2/22/2012,16,298
2/22/2012,17,529
2/22/2012,18,525
2/22/2012,19,327
2/22/2012,20,274
2/22/2012,21,239
2/22/2012,22,147
2/22/2012,23,62
2/23/2012,0,42
2/23/2012,1,15
2/23/2012,2,9
2/23/2012,3,6
2/23/2012,4,1
2/23/2012,5,32
2/23/2012,6,91
2/23/2012,7,326
2/23/2012,8,560
2/23/2012,9,242
2/23/2012,10,148
2/23/2012,11,182
2/23/2012,12,224
2/23/2012,13,218
2/23/2012,14,192
2/23/2012,15,217
2/23/2012,16,343
2/23/2012,17,610
2/23/2012,18,522
2/23/2012,19,369
2/23/2012,20,269
2/23/2012,21,222
2/23/2012,22,137
2/23/2012,23,85
2/24/2012,0,46
2/24/2012,1,18
2/24/2012,2,5
2/24/2012,3,5
2/24/2012,4,2
2/24/2012,5,26
2/24/2012,6,82
2/24/2012,7,272
2/24/2012,8,469
2/24/2012,9,244
2/24/2012,10,141
2/24/2012,11,163
2/24/2012,12,228
2/24/2012,13,183
2/24/2012,14,31
2/24/2012,15,94
2/24/2012,16,178
2/24/2012,17,256
2/24/2012,18,300
2/24/2012,19,233
2/24/2012,20,167
2/24/2012,21,152
2/24/2012,22,106
2/24/2012,23,86
2/25/2012,0,61
2/25/2012,1,46
2/25/2012,2,38
2/25/2012,3,7
2/25/2012,4,2
2/25/2012,5,3
2/25/2012,6,13
2/25/2012,7,23
2/25/2012,8,93
2/25/2012,9,122
2/25/2012,10,183
2/25/2012,11,210
2/25/2012,12,258
2/25/2012,13,226
2/25/2012,14,216
2/25/2012,15,232
2/25/2012,16,195
2/25/2012,17,159
2/25/2012,18,133
2/25/2012,19,149
2/25/2012,20,105
2/25/2012,21,85
2/25/2012,22,82
2/25/2012,23,91
2/26/2012,0,70
2/26/2012,1,55
2/26/2012,2,42
2/26/2012,3,21
2/26/2012,4,6
2/26/2012,5,5
2/26/2012,6,2
2/26/2012,7,22
2/26/2012,8,59
2/26/2012,9,87
2/26/2012,10,188
2/26/2012,11,227
2/26/2012,12,305
2/26/2012,13,325
2/26/2012,14,331
2/26/2012,15,353
2/26/2012,16,339
2/26/2012,17,287
2/26/2012,18,216
2/26/2012,19,143
2/26/2012,20,88
2/26/2012,21,83
2/26/2012,22,71
2/26/2012,23,64
2/27/2012,0,29
2/27/2012,1,6
2/27/2012,2,4
2/27/2012,3,2
2/27/2012,4,1
2/27/2012,5,16
2/27/2012,6,90
2/27/2012,7,280
2/27/2012,8,528
2/27/2012,9,230
2/27/2012,10,104
2/27/2012,11,103
2/27/2012,12,177
2/27/2012,13,182
2/27/2012,14,158
2/27/2012,15,174
2/27/2012,16,286
2/27/2012,17,529
2/27/2012,18,527
2/27/2012,19,334
2/27/2012,20,219
2/27/2012,21,195
2/27/2012,22,92
2/27/2012,23,56
2/28/2012,0,10
2/28/2012,1,6
2/28/2012,2,3
2/28/2012,3,6
2/28/2012,4,2
2/28/2012,5,21
2/28/2012,6,101
2/28/2012,7,325
2/28/2012,8,559
2/28/2012,9,232
2/28/2012,10,132
2/28/2012,11,163
2/28/2012,12,183
2/28/2012,13,190
2/28/2012,14,134
2/28/2012,15,166
2/28/2012,16,287
2/28/2012,17,530
2/28/2012,18,449
2/28/2012,19,306
2/28/2012,20,204
2/28/2012,21,188
2/28/2012,22,101
2/28/2012,23,65
2/29/2012,0,32
2/29/2012,1,6
2/29/2012,2,4
2/29/2012,3,2
2/29/2012,5,29
2/29/2012,6,104
2/29/2012,7,253
2/29/2012,8,116
2/29/2012,9,38
2/29/2012,10,10
2/29/2012,11,10
2/29/2012,12,70
2/29/2012,13,76
2/29/2012,14,56
2/29/2012,15,90
2/29/2012,16,167
2/29/2012,17,253
2/29/2012,18,192
2/29/2012,19,102
2/29/2012,20,97
2/29/2012,21,39
2/29/2012,22,55
2/29/2012,23,33
3/1/2012,0,11
3/1/2012,1,12
3/1/2012,2,6
3/1/2012,3,3
3/1/2012,4,5
3/1/2012,5,18
3/1/2012,6,109
3/1/2012,7,304
3/1/2012,8,594
3/1/2012,9,286
3/1/2012,10,133
3/1/2012,11,168
3/1/2012,12,220
3/1/2012,13,211
3/1/2012,14,211
3/1/2012,15,223
3/1/2012,16,361
3/1/2012,17,600
3/1/2012,18,525
3/1/2012,19,328
3/1/2012,20,254
3/1/2012,21,197
3/1/2012,22,126
3/1/2012,23,85
3/2/2012,0,46
3/2/2012,1,20
3/2/2012,2,6
3/2/2012,3,3
3/2/2012,4,2
3/2/2012,5,24
3/2/2012,6,92
3/2/2012,7,262
3/2/2012,8,549
3/2/2012,9,314
3/2/2012,10,132
3/2/2012,11,194
3/2/2012,12,234
3/2/2012,13,222
3/2/2012,14,205
3/2/2012,15,78
3/2/2012,16,50
3/2/2012,17,128
3/2/2012,18,160
3/2/2012,19,174
3/2/2012,20,100
3/2/2012,21,101
3/2/2012,22,75
3/2/2012,23,23
3/3/2012,0,22
3/3/2012,1,44
3/3/2012,2,38
3/3/2012,3,21
3/3/2012,4,2
3/3/2012,5,2
3/3/2012,6,7
3/3/2012,7,16
3/3/2012,8,48
3/3/2012,9,94
3/3/2012,10,168
3/3/2012,11,214
3/3/2012,12,299
3/3/2012,13,339
3/3/2012,14,430
3/3/2012,15,399
3/3/2012,16,467
3/3/2012,17,385
3/3/2012,18,303
3/3/2012,19,225
3/3/2012,20,149
3/3/2012,21,154
3/3/2012,22,134
3/3/2012,23,106
3/4/2012,0,72
3/4/2012,1,76
3/4/2012,2,80
3/4/2012,3,26
3/4/2012,4,14
3/4/2012,5,5
3/4/2012,6,5
3/4/2012,7,23
3/4/2012,8,66
3/4/2012,9,118
3/4/2012,10,192
3/4/2012,11,256
3/4/2012,12,327
3/4/2012,13,364
3/4/2012,14,332
3/4/2012,15,334
3/4/2012,16,299
3/4/2012,17,263
3/4/2012,18,184
3/4/2012,19,132
3/4/2012,20,88
3/4/2012,21,79
3/4/2012,22,62
3/4/2012,23,26
3/5/2012,0,17
3/5/2012,1,6
3/5/2012,2,4
3/5/2012,3,1
3/5/2012,4,1
3/5/2012,5,18
3/5/2012,6,91
3/5/2012,7,260
3/5/2012,8,428
3/5/2012,9,197
3/5/2012,10,86
3/5/2012,11,103
3/5/2012,12,137
3/5/2012,13,120
3/5/2012,14,128
3/5/2012,15,130
3/5/2012,16,210
3/5/2012,17,387
3/5/2012,18,375
3/5/2012,19,226
3/5/2012,20,179
3/5/2012,21,120
3/5/2012,22,78
3/5/2012,23,31
3/6/2012,0,8
3/6/2012,1,6
3/6/2012,2,4
3/6/2012,3,1
3/6/2012,4,3
3/6/2012,5,25
3/6/2012,6,102
3/6/2012,7,275
3/6/2012,8,501
3/6/2012,9,233
3/6/2012,10,129
3/6/2012,11,130
3/6/2012,12,138
3/6/2012,13,164
3/6/2012,14,136
3/6/2012,15,166
3/6/2012,16,250
3/6/2012,17,446
3/6/2012,18,457
3/6/2012,19,287
3/6/2012,20,187
3/6/2012,21,148
3/6/2012,22,106
3/6/2012,23,54
3/7/2012,0,15
3/7/2012,1,5
3/7/2012,2,4
3/7/2012,3,3
3/7/2012,4,3
3/7/2012,5,18
3/7/2012,6,108
3/7/2012,7,344
3/7/2012,8,566
3/7/2012,9,264
3/7/2012,10,147
3/7/2012,11,161
3/7/2012,12,215
3/7/2012,13,205
3/7/2012,14,175
3/7/2012,15,209
3/7/2012,16,288
3/7/2012,17,612
3/7/2012,18,544
3/7/2012,19,361
3/7/2012,20,260
3/7/2012,21,188
3/7/2012,22,159
3/7/2012,23,62
3/8/2012,0,46
3/8/2012,1,21
3/8/2012,2,11
3/8/2012,3,3
3/8/2012,4,2
3/8/2012,5,29
3/8/2012,6,109
3/8/2012,7,334
3/8/2012,8,585
3/8/2012,9,301
3/8/2012,10,138
3/8/2012,11,204
3/8/2012,12,251
3/8/2012,13,233
3/8/2012,14,203
3/8/2012,15,185
3/8/2012,16,342
3/8/2012,17,597
3/8/2012,18,590
3/8/2012,19,416
3/8/2012,20,302
3/8/2012,21,233
3/8/2012,22,153
3/8/2012,23,94
3/9/2012,0,54
3/9/2012,1,26
3/9/2012,2,11
3/9/2012,3,7
3/9/2012,4,1
3/9/2012,5,29
3/9/2012,6,85
3/9/2012,7,268
3/9/2012,8,501
3/9/2012,9,284
3/9/2012,10,159
3/9/2012,11,187
3/9/2012,12,201
3/9/2012,13,224
3/9/2012,14,178
3/9/2012,15,238
3/9/2012,16,343
3/9/2012,17,566
3/9/2012,18,470
3/9/2012,19,244
3/9/2012,20,159
3/9/2012,21,141
3/9/2012,22,107
3/9/2012,23,86
3/10/2012,0,77
3/10/2012,1,51
3/10/2012,2,42
3/10/2012,3,16
3/10/2012,4,4
3/10/2012,5,10
3/10/2012,6,12
3/10/2012,7,40
3/10/2012,8,111
3/10/2012,9,148
3/10/2012,10,223
3/10/2012,11,274
3/10/2012,12,329
3/10/2012,13,357
3/10/2012,14,379
3/10/2012,15,406
3/10/2012,16,390
3/10/2012,17,354
3/10/2012,18,297
3/10/2012,19,184
3/10/2012,20,121
3/10/2012,21,110
3/10/2012,22,100
3/10/2012,23,83
3/11/2012,0,69
3/11/2012,1,61
3/11/2012,3,66
3/11/2012,4,22
3/11/2012,5,7
3/11/2012,6,10
3/11/2012,7,17
3/11/2012,8,72
3/11/2012,9,90
3/11/2012,10,218
3/11/2012,11,299
3/11/2012,12,410
3/11/2012,13,464
3/11/2012,14,501
3/11/2012,15,487
3/11/2012,16,509
3/11/2012,17,498
3/11/2012,18,389
3/11/2012,19,258
3/11/2012,20,171
3/11/2012,21,147
3/11/2012,22,94
3/11/2012,23,52
3/12/2012,0,24
3/12/2012,1,10
3/12/2012,2,9
3/12/2012,3,2
3/12/2012,4,3
3/12/2012,5,16
3/12/2012,6,88
3/12/2012,7,268
3/12/2012,8,564
3/12/2012,9,281
3/12/2012,10,137
3/12/2012,11,150
3/12/2012,12,221
3/12/2012,13,250
3/12/2012,14,221
3/12/2012,15,233
3/12/2012,16,332
3/12/2012,17,644
3/12/2012,18,712
3/12/2012,19,446
3/12/2012,20,286
3/12/2012,21,205
3/12/2012,22,133
3/12/2012,23,63
3/13/2012,0,26
3/13/2012,1,16
3/13/2012,2,1
3/13/2012,3,2
3/13/2012,4,1
3/13/2012,5,24
3/13/2012,6,113
3/13/2012,7,308
3/13/2012,8,593
3/13/2012,9,342
3/13/2012,10,143
3/13/2012,11,219
3/13/2012,12,244
3/13/2012,13,233
3/13/2012,14,212
3/13/2012,15,264
3/13/2012,16,365
3/13/2012,17,676
3/13/2012,18,734
3/13/2012,19,479
3/13/2012,20,351
3/13/2012,21,244
3/13/2012,22,170
3/13/2012,23,87
3/14/2012,0,39
3/14/2012,1,27
3/14/2012,2,2
3/14/2012,3,4
3/14/2012,4,5
3/14/2012,5,27
3/14/2012,6,121
3/14/2012,7,368
3/14/2012,8,662
3/14/2012,9,351
3/14/2012,10,188
3/14/2012,11,220
3/14/2012,12,267
3/14/2012,13,254
3/14/2012,14,224
3/14/2012,15,283
3/14/2012,16,356
3/14/2012,17,782
3/14/2012,18,749
3/14/2012,19,472
3/14/2012,20,330
3/14/2012,21,288
3/14/2012,22,202
3/14/2012,23,91
3/15/2012,0,60
3/15/2012,1,23
3/15/2012,2,19
3/15/2012,3,7
3/15/2012,4,14
3/15/2012,5,26
3/15/2012,6,117
3/15/2012,7,381
3/15/2012,8,623
3/15/2012,9,315
3/15/2012,10,164
3/15/2012,11,211
3/15/2012,12,265
3/15/2012,13,273
3/15/2012,14,258
3/15/2012,15,287
3/15/2012,16,426
3/15/2012,17,713
3/15/2012,18,746
3/15/2012,19,425
3/15/2012,20,330
3/15/2012,21,243
3/15/2012,22,169
3/15/2012,23,97
3/16/2012,0,57
3/16/2012,1,26
3/16/2012,2,4
3/16/2012,3,3
3/16/2012,4,3
3/16/2012,5,32
3/16/2012,6,99
3/16/2012,7,278
3/16/2012,8,562
3/16/2012,9,312
3/16/2012,10,180
3/16/2012,11,207
3/16/2012,12,294
3/16/2012,13,260
3/16/2012,14,202
3/16/2012,15,107
3/16/2012,16,129
3/16/2012,17,258
3/16/2012,18,408
3/16/2012,19,296
3/16/2012,20,235
3/16/2012,21,152
3/16/2012,22,148
3/16/2012,23,126
3/17/2012,0,100
3/17/2012,1,69
3/17/2012,2,42
3/17/2012,3,26
3/17/2012,4,2
3/17/2012,5,8
3/17/2012,6,30
3/17/2012,7,86
3/17/2012,8,218
3/17/2012,9,321
3/17/2012,10,443
3/17/2012,11,585
3/17/2012,12,651
3/17/2012,13,686
3/17/2012,14,690
3/17/2012,15,679
3/17/2012,16,685
3/17/2012,17,648
3/17/2012,18,560
3/17/2012,19,417
3/17/2012,20,271
3/17/2012,21,223
3/17/2012,22,211
3/17/2012,23,185
3/18/2012,0,107
3/18/2012,1,113
3/18/2012,2,56
3/18/2012,3,18
3/18/2012,4,14
3/18/2012,5,6
3/18/2012,6,11
3/18/2012,7,42
3/18/2012,8,96
3/18/2012,9,178
3/18/2012,10,351
3/18/2012,11,368
3/18/2012,12,503
3/18/2012,13,544
3/18/2012,14,521
3/18/2012,15,554
3/18/2012,16,541
3/18/2012,17,541
3/18/2012,18,459
3/18/2012,19,352
3/18/2012,20,198
3/18/2012,21,173
3/18/2012,22,100
3/18/2012,23,46
3/19/2012,0,23
3/19/2012,1,15
3/19/2012,2,8
3/19/2012,3,2
3/19/2012,4,3
3/19/2012,5,31
3/19/2012,6,120
3/19/2012,7,354
3/19/2012,8,579
3/19/2012,9,331
3/19/2012,10,184
3/19/2012,11,201
3/19/2012,12,282
3/19/2012,13,263
3/19/2012,14,260
3/19/2012,15,286
3/19/2012,16,385
3/19/2012,17,721
3/19/2012,18,801
3/19/2012,19,549
3/19/2012,20,330
3/19/2012,21,223
3/19/2012,22,148
3/19/2012,23,54
3/20/2012,0,29
3/20/2012,1,15
3/20/2012,2,10
3/20/2012,3,3
3/20/2012,4,6
3/20/2012,5,20
3/20/2012,6,100
3/20/2012,7,170
3/20/2012,8,516
3/20/2012,9,325
3/20/2012,10,163
3/20/2012,11,230
3/20/2012,12,261
3/20/2012,13,284
3/20/2012,14,248
3/20/2012,15,244
3/20/2012,16,431
3/20/2012,17,750
3/20/2012,18,801
3/20/2012,19,555
3/20/2012,20,377
3/20/2012,21,277
3/20/2012,22,188
3/20/2012,23,90
3/21/2012,0,33
3/21/2012,1,26
3/21/2012,2,10
3/21/2012,3,8
3/21/2012,4,4
3/21/2012,5,39
3/21/2012,6,149
3/21/2012,7,372
3/21/2012,8,535
3/21/2012,9,293
3/21/2012,10,154
3/21/2012,11,192
3/21/2012,12,229
3/21/2012,13,303
3/21/2012,14,225
3/21/2012,15,243
3/21/2012,16,378
3/21/2012,17,729
3/21/2012,18,779
3/21/2012,19,582
3/21/2012,20,374
3/21/2012,21,251
3/21/2012,22,197
3/21/2012,23,125
3/22/2012,0,41
