id,country,designation,points,price,province,region,taster_name,taster_twitter_handle,variety,winery
11225,US,,88,22,California,Sonoma County,Virginie Boone,@vboone,Cabernet Sauvignon,Wellington
11226,Italy,Villero,88,,Piedmont,Barolo,Kerin O’Keefe,@kerinokeefe,Nebbiolo,Fontana
11227,US,Caliche Lake Vineyard,88,11,Washington,Ancient Lakes,Sean P. Sullivan,@wawinereport,Riesling,For a Song
11228,France,Les Belles Vignes,88,28,Loire Valley,Sancerre,Roger Voss,@vossroger,Sauvignon Blanc,Fournier Père et Fils
11229,US,Wente Clone Old Vine,88,26,Washington,Yakima Valley,Sean P. Sullivan,@wawinereport,Chardonnay,French Creek
11230,Italy,Amato,88,13,Tuscany,Cortona,Kerin O’Keefe,@kerinokeefe,Syrah,Giannoni Fabbri
11231,US,,88,10,California,California,Jim Gordon,@gordone_cellars,Pinot Grigio,Gnarly Head
11232,US,Winemaker's Select,88,40,Washington,Yakima Valley,Sean P. Sullivan,@wawinereport,Mourvèdre,Kestrel
11233,US,Winemaker's Select,88,40,Washington,Yakima Valley,Sean P. Sullivan,@wawinereport,Cabernet Franc,Kestrel
11234,US,Peters Vineyard Blanc de Blanc,88,58,California,Sonoma Coast,Virginie Boone,@vboone,Chardonnay,Kokomo
11235,US,Morelli Lane Vineyard,88,45,California,Russian River Valley,Virginie Boone,@vboone,Pinot Noir,Lost Canyon
11236,US,CORO,88,37,California,Mendocino,Jim Gordon,@gordone_cellars,Red Blend,McFadden
11237,Italy,Bricco Rio Sordo,88,18,Piedmont,Barbera d'Alba,Kerin O’Keefe,@kerinokeefe,Barbera,Musso
11238,US,Twin Vineyards,88,16,Washington,Yakima Valley,Sean P. Sullivan,@wawinereport,Gewürztraminer,Pacific Rim
11239,US,Walker,88,40,California,Santa Ynez Valley,Matt Kettmann,@mattkettmann,Barbera,Palmina
11240,Italy,Quass,88,,Piedmont,Barbera d'Alba,,,Barbera,Pecchenino
11241,Italy,Bergeisa,88,,Piedmont,Barolo,,,Nebbiolo,Le Strette
11242,France,Petit Clos,88,27,Loire Valley,Anjou Villages,Roger Voss,@vossroger,Cabernet Franc,Musset-Roullier
11243,Italy,Casot,88,,Piedmont,Barbaresco,,,Nebbiolo,Nada Giuseppe
11244,Italy,Cascinotta,88,,Piedmont,Barbaresco,,,Nebbiolo,Negro Angelo e Figli
11245,US,Pinot Dry,88,15,New York,Finger Lakes,Anna Lee C. Iijima,,Rosé,Ravines
11246,Israel,,88,15,Galilee,,Lauren Buzzeo,@laurbuzz,Chardonnay,Recanati
11247,US,Blanc de Blancs,88,42,New York,North Fork of Long Island,Anna Lee C. Iijima,,Chardonnay,Sparkling Pointe
11248,US,,88,40,California,Santa Maria Valley,,,Pinot Noir,Storm
11249,US,Gravity Destiny Ridge Vineyards Estate Grown,88,24,Washington,Horse Heaven Hills,Paul Gregutt,@paulgwine ,Merlot,Alexandria Nicole
11250,France,Thomas Barton Réserve,88,37,Bordeaux,Margaux,Roger Voss,@vossroger,Bordeaux-style Red Blend,Barton & Guestier
11251,Italy,,88,38,Piedmont,Gattinara,,,Nebbiolo,Torraccia del Piantavigna
11252,Chile,Tralca,88,70,Colchagua Valley,,Michael Schachner,@wineschach,Red Blend,Viña Bisquertt
11253,Chile,El Olivar Alto Single Vineyard,88,25,Colchagua Valley,,Michael Schachner,@wineschach,Syrah,Viu Manent
11254,US,Estate,88,20,New York,"The Hamptons, Long Island",Anna Lee C. Iijima,,Merlot,Wölffer
11255,France,,88,,Bordeaux,Médoc,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château la Tour de By
11256,France,,88,27,Bordeaux,Cadillac,Roger Voss,@vossroger,Bordeaux-style White Blend,Château Suau
11257,US,Blanc,88,25,Washington,Red Mountain,Paul Gregutt,@paulgwine ,Sauvignon Blanc-Semillon,Covington
11258,Greece,Areti,88,29,Pangeon,,Susan Kostrzewa,@suskostrzewa,Agiorgitiko,Estate Biblia Chora
11259,France,Château la Fleur,88,17,Bordeaux,Lussac Saint-Émilion,Roger Voss,@vossroger,Bordeaux-style Red Blend,Horeau-Beylot
11260,US,McFadden Farm,88,20,California,Mendocino,Virginie Boone,@vboone,Pinot Gris,Horse & Plow
11261,Portugal,,86,19,Douro,,Roger Voss,@vossroger,Portuguese Red,Quinta do Romeu
11262,Portugal,Gáudio,86,,Alentejo,,Roger Voss,@vossroger,Verdelho,Ribafreixo
11263,Austria,Vom Bisamberg,86,,Weinviertel,,Anne Krebiehl MW,@AnneInVino,Grüner Veltliner,Schwarzböck
11264,France,Le P'tit Chenin,86,11,Loire Valley,Anjou,Roger Voss,@vossroger,Chenin Blanc,Château de la Roulerie
11265,Portugal,Pancas,86,12,Lisboa,,Roger Voss,@vossroger,Portuguese Red,Companhia das Quintas
11266,Italy,,86,11,Northeastern Italy,Collio,Kerin O’Keefe,@kerinokeefe,Pinot Grigio,Cormòns
11267,Portugal,Point West,86,9,Lisboa,,Roger Voss,@vossroger,Touriga Nacional,DFJ Vinhos
11268,France,Pink Flamingo Tête de Cuvée Gris de Gris,86,13,Languedoc-Roussillon,Sable de Camargue,Lauren Buzzeo,@laurbuzz,Rosé,Domaine de Jarras
11269,France,La Cuisine de Ma Mère,86,22,Loire Valley,Chinon,Roger Voss,@vossroger,Cabernet Franc,Domaine Grosbois
11270,US,Cooper Ranch,86,25,California,Shenandoah Valley (CA),Virginie Boone,@vboone,Barbera,Easton
11271,Spain,,86,13,Northern Spain,Vino de la Tierra de Castilla y León,Michael Schachner,@wineschach,Verdejo,El Pensador
11272,US,The Noble One,86,39,California,Anderson Valley,Virginie Boone,@vboone,Pinot Noir,Harmonique
11273,US,Rosé de Shenandoah,86,18,California,Shenandoah Valley (CA),Jim Gordon,@gordone_cellars,Rosé,Helwig
11274,Portugal,Tapada dos Coelheiros,86,38,Alentejano,,Roger Voss,@vossroger,Portuguese Red,Herdade dos Coelheiros
11275,US,Eagle Ranch Vineyard,86,35,Oregon,Columbia Valley (OR),Paul Gregutt,@paulgwine ,Cabernet Sauvignon,Jacob Williams
11276,France,Le Rabault,86,,Loire Valley,Sancerre,Roger Voss,@vossroger,Rosé,Joseph Mellot
11277,France,Le Montarlet,86,,Loire Valley,Sancerre,Roger Voss,@vossroger,Sauvignon Blanc,Joseph Mellot
11278,US,Estate,86,22,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Pinot Noir,Kramer
11279,US,Buttner Sunol Vineyard,86,28,California,Livermore Valley,Virginie Boone,@vboone,Pinot Grigio,Las Positas
11280,Germany,Bernkasteler Kurfürstlay Kabinett,86,14,Mosel,,Anna Lee C. Iijima,,Riesling,Leonard Kreusch
11281,Portugal,,86,12,Douro,,Roger Voss,@vossroger,Portuguese Red,Barão de Vilar
11282,US,Nina's Cuvée,86,36,California,Livermore Valley,Virginie Boone,@vboone,Petite Sirah,Concannon
11283,Chile,Serie Riberas Gran Reserva Ribera del Tinguirica,86,18,Marchigue,,Michael Schachner,@wineschach,Malbec,Concha y Toro
11284,US,,86,10,California,California,Jim Gordon,@gordone_cellars,Pinot Grigio,Cookies & Cream
11285,Portugal,Storks Landing,86,8,Lisboa,,Roger Voss,@vossroger,Portuguese White,DFJ Vinhos
11286,France,,86,,Loire Valley,Sancerre,Roger Voss,@vossroger,Sauvignon Blanc,Domaine de Bellecours
11287,Chile,Classic Collection Unwooded,86,10,Curicó Valley,,Michael Schachner,@wineschach,Chardonnay,Echeverria
11288,US,The Uncarved Block,87,30,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Pinot Noir,Amalie Robert
11289,US,Kick Ranch,87,26,California,Sonoma County,Virginie Boone,@vboone,Sauvignon Blanc,Apsara
11290,Spain,Hacienda de Arínzano,87,19,Northern Spain,Pago de Arínzano,Michael Schachner,@wineschach,Red Blend,Arínzano
11291,US,Estate,87,50,California,St. Helena,Virginie Boone,@vboone,Sagrantino,Benessere
11292,France,Brut Rosé de Saignée,87,55,Champagne,Champagne,Roger Voss,@vossroger,Champagne Blend,Bertrand-Delespierre
11293,France,Cuvée des Moines Brut Rosé,87,65,Champagne,Champagne,Roger Voss,@vossroger,Champagne Blend,Besserat de Bellefon
11294,Spain,Sleever Garnacha,87,14,Northern Spain,Cariñena,Michael Schachner,@wineschach,Rosé,Bodegas Paniza
11295,US,Lot 526,87,14,California,Santa Barbara County,Matt Kettmann,@mattkettmann,Chardonnay,Cameron Hughes
11296,France,Authentic Brut,87,30,Champagne,Champagne,Roger Voss,@vossroger,Champagne Blend,Canard-Duchêne
11297,Italy,,87,35,Piedmont,Barbaresco,Kerin O’Keefe,@kerinokeefe,Nebbiolo,Castel Boglione
11298,Italy,Dosage Zero,87,55,Lombardy,Franciacorta,Kerin O’Keefe,@kerinokeefe,Sparkling Blend,Castello Bonomi
11299,France,Mayerling Brut Rosé,87,32,Alsace,Alsace,Anne Krebiehl MW,@AnneInVino,Pinot Noir,Cave de Turckheim
11300,France,Tsarine Rosé Brut,87,60,Champagne,Champagne,Roger Voss,@vossroger,Champagne Blend,Chanoine
11301,France,La Comtesse de Neples Brut,87,39,Champagne,Champagne,Roger Voss,@vossroger,Champagne Blend,Chassenay d'Arce
11302,France,,87,16,Bordeaux,Bordeaux,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Donjon de Bruignac
11303,France,,87,14,Bordeaux,Blaye Côtes de Bordeaux,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château du Seguinier
11304,France,,87,20,Bordeaux,Bordeaux Supérieur,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Jean Faux
11305,France,,87,20,Bordeaux,Blaye Côtes de Bordeaux,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Jussas
11306,France,,87,15,Bordeaux,Bordeaux,Roger Voss,@vossroger,Cabernet Sauvignon,Château la Freynelle
11307,France,Grande Réserve,87,18,Bordeaux,Bordeaux Supérieur,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Labatut
11308,France,,87,13,Bordeaux,Blaye Côtes de Bordeaux,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Les Martins
11309,France,Les Cerisiers,87,18,Bordeaux,Castillon Côtes de Bordeaux,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Rocher Bellevue
11310,France,,87,13,Bordeaux,Blaye Côtes de Bordeaux,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Ségonzac
11311,US,Wind Ridge Block,87,50,Oregon,Ribbon Ridge,Paul Gregutt,@paulgwine ,Pinot Noir,Chehalem
11312,Spain,Anna Brut Rosé,87,15,Catalonia,Cava,Michael Schachner,@wineschach,Sparkling Blend,Codorníu
11313,Italy,Rosé,87,25,Lombardy,Franciacorta,Kerin O’Keefe,@kerinokeefe,Sparkling Blend,Contadi Castaldi
11314,Germany,Rosé,87,15,Nahe,,Anna Lee C. Iijima,,Pinot Noir,Dachshund
11315,France,Brut,87,16,Alsace,Crémant d'Alsace,Anne Krebiehl MW,@AnneInVino,Sparkling Blend,Domaine Michel Fonne
11316,France,Brut Rosé,87,25,Alsace,Alsace,Anne Krebiehl MW,@AnneInVino,Pinot Noir,Domaine Zinck
11317,US,,87,30,California,Dry Creek Valley,Virginie Boone,@vboone,Sauvignon Blanc,Uptick Vineyards
11318,US,,93,50,California,Napa Valley,Virginie Boone,@vboone,Cabernet Sauvignon,Volker Eisele Family Estate
11319,Austria,Rosengartl Gemischter Satz,93,55,Vienna,,Anne Krebiehl MW,@AnneInVino,Austrian white blend,Wieninger
11320,US,,93,52,Washington,Columbia Valley (WA),Sean P. Sullivan,@wawinereport,Merlot,Woodward Canyon
11321,Austria,Rosenberg,93,35,Carnuntum,,Anne Krebiehl MW,@AnneInVino,Red Blend,Markowitsch
11322,US,Dierberg Vineyard,93,32,California,Santa Maria Valley,Matt Kettmann,@mattkettmann,Pinot Noir,Mollie
11323,Austria,Pannobile,93,55,Burgenland,,Anne Krebiehl MW,@AnneInVino,Austrian Red Blend,Nittnaus Anita und Hans
11324,US,,93,35,California,Santa Ynez Valley,Matt Kettmann,@mattkettmann,Syrah,Pace
11325,US,Sintilation Proprietary,93,85,California,Napa Valley,Virginie Boone,@vboone,Red Blend,Padis
11326,Austria,Haidsatz,93,,Leithaberg,,Anne Krebiehl MW,@AnneInVino,Pinot Blanc,Prieler
11327,US,Reserve,93,130,California,Oakville,Virginie Boone,@vboone,Cabernet Sauvignon,Groth
11328,Austria,In Signo Tauri,93,49,Burgenland,,Anne Krebiehl MW,@AnneInVino,Pinot Noir,Heribert Bayer
11329,Austria,Terroir,93,59,Burgenland,,Anne Krebiehl MW,@AnneInVino,Pinot Noir,Hillinger
11330,US,Justification,93,55,California,Paso Robles,Matt Kettmann,@mattkettmann,Bordeaux-style Red Blend,Justin
11331,Austria,Loisiumweingarten Reserve,93,22,Kamptal,,Anne Krebiehl MW,@AnneInVino,Grüner Veltliner,Steininger
11332,US,McKinley Springs Vineyard,93,30,Washington,Horse Heaven Hills,Sean P. Sullivan,@wawinereport,Syrah,Syncline
11333,Austria,Feuersteig,93,45,Burgenland,,Anne Krebiehl MW,@AnneInVino,St. Laurent,Tinhof
11334,Austria,Kirchholz Alte Reben,93,37,Burgenland,,Anne Krebiehl MW,@AnneInVino,Blaufränkisch,Weninger
11335,Austria,Steinmassl Reserve,93,30,Kamptal,,Anne Krebiehl MW,@AnneInVino,Riesling,Weszeli
11336,France,,93,45,Bordeaux,Saint-Julien,Roger Voss,@vossroger,Bordeaux-style Red Blend,Clos du Marquis
11337,Austria,Kellerberg Smaragd,93,49,Wachau,,Anne Krebiehl MW,@AnneInVino,Riesling,Domäne Wachau
11338,US,Winston Hill Vineyard Patriarch,93,225,California,Rutherford,Virginie Boone,@vboone,Cabernet Sauvignon,Frank Family
11339,Austria,Singerriedl Smaragd,93,95,Wachau,,Anne Krebiehl MW,@AnneInVino,Riesling,Franz Hirtzberger
11340,France,,93,,Bordeaux,Saint-Julien,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Branaire-Ducru
11341,France,,93,30,Bordeaux,Pessac-Léognan,Roger Voss,@vossroger,Bordeaux-style White Blend,Château Couhins-Lurton
11342,France,,93,68,Bordeaux,Pessac-Léognan,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Haut-Bailly
11343,France,Les Hauts de Larrivet Haut-Brion,93,47,Bordeaux,Pessac-Léognan,Roger Voss,@vossroger,Sauvignon Blanc,Château Larrivet Haut-Brion
11344,US,Ritchie Vineyard,93,60,California,Russian River Valley,Virginie Boone,@vboone,Chardonnay,Arista
11345,Italy,Ben Ryé,93,45,Sicily & Sardinia,Passito di Pantelleria,Kerin O’Keefe,@kerinokeefe,Zibibbo,Donnafugata
11346,New Zealand,Aroha Te Muna,93,105,Martinborough,,Joe Czerwinski,@JoeCz,Pinot Noir,Craggy Range
11347,Argentina,,82,14,Other,Salta,Michael Schachner,@wineschach,Torrontés,Anko
11348,,Partager,82,,,,Roger Voss,@vossroger,White Blend,Barton & Guestier
11349,US,,82,29,California,Monterey County,,,Cabernet Franc,Vinemark
11350,Argentina,,82,13,Mendoza Province,Luján de Cuyo,Michael Schachner,@wineschach,Malbec,Notro
11351,Spain,Tintorera Higueruela,82,12,Central Spain,Almansa,Michael Schachner,@wineschach,Garnacha,Bodegas Tintoralba
11352,US,,82,14,California,California,,,Cabernet Sauvignon,Skinnygirl
11353,US,,82,17,California,Russian River Valley,,,Sauvignon Blanc,Stickybeak
11354,Argentina,Reserve,82,11,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Torrontés,Trivento
11355,France,Cuvée,82,15,Bordeaux,Bordeaux,Roger Voss,@vossroger,Bordeaux-style Red Blend,Maison Bouey
11356,France,,82,19,Bordeaux,Bordeaux Supérieur,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château de Ricaud
11357,France,,82,,Bordeaux,Bordeaux Blanc,Roger Voss,@vossroger,Bordeaux-style White Blend,Château le Noble
11358,France,,82,18,Bordeaux,Bordeaux Supérieur,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Les Gravières de la Brandille
11359,France,,82,,France Other,Crémant de Jura,Roger Voss,@vossroger,Sparkling Blend,Domaine Buronfosse
11360,US,,82,15,California,California,,,Pinot Grigio,Seven Daughters
11361,US,,82,15,California,California,,,Sauvignon Blanc,Seven Daughters
11362,US,,82,8,California,California,,,Pinot Noir,Woodbridge by Robert Mondavi
11363,US,,82,13,California,Central Coast,,,Sauvignon Blanc,Magnolia Court
11364,Argentina,,82,13,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Malbec,Mil Piedras
11365,Spain,Castell de Raimat,81,11,Catalonia,Costers del Segre,Michael Schachner,@wineschach,Cabernet Sauvignon,Raimat
11366,US,,81,14,California,California,Virginie Boone,@vboone,Chardonnay,The Loyal Companion
11367,France,,81,13,Bordeaux,Bordeaux,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château de Lavagnac
11368,US,,81,13,California,California,,,Red Blend,Insatiable
11369,Spain,René Isabelle Christopher Charlotte Fernando Marta,81,130,Catalonia,Montsant,Michael Schachner,@wineschach,Red Blend,Espectacle
11370,US,,81,8,California,California,,,Merlot,Woodbridge by Robert Mondavi
11371,US,Estate Vineyard,81,44,California,Sonoma Valley,,,Zinfandel,Beltane Ranch
11372,Argentina,Pasionado,87,50,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Malbec,Andeluna
11373,Argentina,1300,87,15,Mendoza Province,Uco Valley,Michael Schachner,@wineschach,Cabernet Sauvignon,Andeluna
11374,France,Mouton Cadet,87,10,Bordeaux,Bordeaux Blanc,Roger Voss,@vossroger,Bordeaux-style White Blend,Baron Philippe de Rothschild
11375,US,,87,45,Washington,Columbia Valley (WA),Paul Gregutt,@paulgwine ,Cabernet Sauvignon,Barons V
11376,US,Reserve,87,50,Washington,Columbia Valley (WA),Paul Gregutt,@paulgwine ,Cabernet Sauvignon,Woodinville Wine Cellars
11377,Italy,Terre di Orazio Dry,87,18,Southern Italy,Basilicata,,,Moscato,Cantina di Venosa
11378,Spain,Reserva,87,23,Northern Spain,Rioja,Michael Schachner,@wineschach,Tempranillo,Castillo Labastida
11379,Spain,Bonfill,87,45,Northern Spain,Empordà,Michael Schachner,@wineschach,Red Blend,Celler Arché Pagès
11380,France,,87,15,Bordeaux,Bordeaux Blanc,Roger Voss,@vossroger,Bordeaux-style White Blend,Château Bel Air Perponcher
11381,France,,87,,Bordeaux,Saint-Émilion,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Clos de Sarpe
11382,France,,87,80,Bordeaux,Pomerol,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château du Domaine de l'Eglise
11383,France,,87,34,Bordeaux,Saint-Émilion,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Fombrauge
11384,France,,87,16,Bordeaux,Haut-Médoc,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Fonsèche
11385,France,,87,15,Bordeaux,Bordeaux,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Joinin
11386,France,,87,,Bordeaux,Bordeaux Blanc,Roger Voss,@vossroger,Bordeaux-style White Blend,Château La Maroutine
11387,France,,87,26,Bordeaux,Haut-Médoc,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Lamothe-Cissac
11388,France,,87,25,Bordeaux,Bordeaux Supérieur,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Laronde Désormes
11389,France,,87,15,Bordeaux,Bordeaux,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Malbec
11390,France,,87,35,Bordeaux,Margaux,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Mongravey
11391,France,,87,35,Bordeaux,Listrac-Médoc,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Reverdi
11392,Portugal,Vintage,87,,Port,,Roger Voss,@vossroger,Port,Delaforce
11393,Italy,,87,16,Southern Italy,Beneventano,,,Falanghina,Donnachiara
11394,Italy,Dal Re,87,,Southern Italy,Irpinia,,,Aglianico,Feudi di San Gregorio
11395,Italy,,87,12,Southern Italy,Salento,,,Red Blend,Feudi di San Marzano
11396,US,,91,85,California,Napa Valley,Virginie Boone,@vboone,Cabernet Sauvignon,Highlands
11397,US,Turbine,91,35,California,Sonoma Valley,Virginie Boone,@vboone,Rhône-style Red Blend,Anaba
11398,US,Landa Vineyard,91,36,California,Sonoma Valley,Virginie Boone,@vboone,Viognier,Anaba
11399,US,Sestina,91,65,Washington,Columbia Valley (WA),Sean P. Sullivan,@wawinereport,Bordeaux-style Red Blend,Avennia
11400,France,,91,13,Bordeaux,Bordeaux Blanc,Roger Voss,@vossroger,Bordeaux-style White Blend,Château Bois Malot
11401,France,Le Sec de Rayne Vigneau,91,26,Bordeaux,Bordeaux Blanc,Roger Voss,@vossroger,Bordeaux-style White Blend,Château de Rayne Vigneau
11402,US,Abby's Block Reserve,91,65,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Pinot Noir,Coeur de Terre
11403,US,Oregon,91,22,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Pinot Noir,Coeur de Terre
11404,US,Jane's Vineyard Clone 23,91,55,California,Russian River Valley,Virginie Boone,@vboone,Pinot Noir,Davis Bynum
11405,US,Le Belier,91,63,California,Santa Maria Valley,Matt Kettmann,@mattkettmann,Pinot Noir,Demetria
11406,US,Grand Assemblage,91,28,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Pinot Noir,Dobbes Family Estate
11407,Portugal,Colheita,91,20,Douro,,Roger Voss,@vossroger,Portuguese White,Duorum
11408,US,Parker West,91,40,California,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Chardonnay,Fess Parker
11409,US,Ghost Winery,91,44,California,Napa Valley,Virginie Boone,@vboone,Red Blend,Flora Springs
11410,US,Knights Reserve,91,40,California,Knights Valley,Virginie Boone,@vboone,Cabernet Sauvignon,Fortress
11411,Chile,Lot #55 Sauzal Vineyard Carignan-Garnacha-Mataró Field-Blend,91,39,Maule Valley,,Michael Schachner,@wineschach,Red Blend,Garage Wine Co.
11412,US,The Bully,91,50,Washington,Red Mountain,Sean P. Sullivan,@wawinereport,Cabernet Sauvignon,Gorman
11413,US,The Evil Twin,91,65,Washington,Red Mountain,Sean P. Sullivan,@wawinereport,Syrah-Cabernet Sauvignon,Gorman
11414,US,,91,30,Oregon,Rogue Valley,Paul Gregutt,@paulgwine ,Grenache,Jaxon
11415,US,Cuvée de Trois,91,35,California,Russian River Valley,Virginie Boone,@vboone,Pinot Noir,Joseph Swan Vineyards
11416,US,Estate Vineyard Rosé of,91,24,California,Knights Valley,Virginie Boone,@vboone,Syrah,Lawer
11417,US,Zoula Nunn,91,35,California,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Chardonnay,Lincourt
11418,US,,91,30,California,Napa Valley,Virginie Boone,@vboone,Sauvignon Blanc,Little Giant
11419,US,Belle Etoile Blanche,91,28,California,Mokelumne River,Jim Gordon,@gordone_cellars,White Blend,M2
11420,Portugal,Ribeiro Santo,91,19,Dão,,Roger Voss,@vossroger,Encruzado,Magnum Vinhos
11421,US,Old Vines,91,65,Washington,Columbia Valley (WA),Sean P. Sullivan,@wawinereport,Cabernet Sauvignon,Mark Ryan
11422,US,Kropf Vineyard,91,50,Oregon,Dundee Hills,Paul Gregutt,@paulgwine ,Pinot Noir,Purple Hands
11423,Portugal,Pombal do Vesuvio,91,26,Douro,,Roger Voss,@vossroger,Portuguese Red,Quinta do Vesuvio
11424,US,Estate Vineyards Knotty Vines,91,25,California,Northern Sonoma,Virginie Boone,@vboone,Zinfandel,Rodney Strong
11425,US,Home Ranch,91,32,California,Dry Creek Valley,Virginie Boone,@vboone,Merlot,Sbragia
11426,US,Lynette,91,34,Oregon,Columbia Gorge (OR),Paul Gregutt,@paulgwine ,Chardonnay,Phelps Creek
11427,US,Boontling,91,28,California,Anderson Valley,Jim Gordon,@gordone_cellars,Pinot Noir,Phillips Hill
11428,Portugal,20 Year Old Tawny,91,60,Port,,Roger Voss,@vossroger,Port,Quinta das Carvalhas
11429,Italy,Sassella Riserva,91,33,Lombardy,Valtellina Superiore,Kerin O’Keefe,@kerinokeefe,Nebbiolo,Rainoldi
11430,Spain,Selección Especial,91,60,Northern Spain,Vino de la Tierra de Castilla y León,Michael Schachner,@wineschach,Red Blend,Vizar
11431,US,Grandpère,91,40,California,Amador County,Jim Gordon,@gordone_cellars,Zinfandel,Renwood
11432,US,Roserock Vineyard,91,55,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Pinot Noir,Rex Hill
11433,Spain,Cartoixa,91,100,Catalonia,Priorat,Michael Schachner,@wineschach,Red Blend,Scala Dei
11434,Italy,Le Difese,91,35,Tuscany,Toscana,Kerin O’Keefe,@kerinokeefe,Red Blend,Tenuta San Guido
11435,Chile,T.H. Terroir Hunter,91,24,Maipo Valley,,Michael Schachner,@wineschach,Cabernet Sauvignon,Undurraga
11436,Spain,Paciencia,91,26,Northern Spain,Toro,Michael Schachner,@wineschach,Tinta de Toro,Bernard Magrez
11437,US,The Victor's Spoils,91,18,California,North Coast,Jim Gordon,@gordone_cellars,Sauvignon Blanc,Bodkin
11438,US,,91,50,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Pinot Noir,Carden
11439,Italy,,91,89,Tuscany,Toscana,Kerin O’Keefe,@kerinokeefe,Red Blend,Castello del Terriccio
11440,France,Château Chevaliers Lagrézette,91,30,Southwest France,Cahors,Roger Voss,@vossroger,Malbec,Château Lagrézette
11441,France,Tradition,91,15,Rhône Valley,Côtes du Rhône,Joe Czerwinski,@JoeCz,Grenache-Syrah,Château Saint Esteve d'Uchaux
11442,France,Parcelle Jeanneton No ZB100,91,27,Southwest France,Bergerac Sec,Roger Voss,@vossroger,Muscadelle,Château Tour des Gendres
11443,France,Grenache-Syrah-Cinsault,91,34,Rhône Valley,Ventoux,Joe Czerwinski,@JoeCz,Rosé,Chêne Bleu
11444,US,Riven Rock Vineyard,91,28,California,San Luis Obispo County,Matt Kettmann,@mattkettmann,Riesling,Cutruzzola
11445,US,Pas de Trois,91,34,Oregon,Oregon,Paul Gregutt,@paulgwine ,Pinot Noir,DanCin
11446,France,Premières Grives,91,17,Southwest France,Côtes de Gascogne,Roger Voss,@vossroger,Gros Manseng,Domaine du Tariquet
11447,Germany,Bernkasteler Graben Spätlese,91,28,Mosel,,Anna Lee C. Iijima,,Riesling,Dr. H. Thanisch (Erben Müller-Burggraef)
11448,Germany,Kabinett,91,32,Mosel,,Anna Lee C. Iijima,,Riesling,Dr. H. Thanisch (Erben Thanisch)
11449,US,Charles Vineyard Zero,91,38,California,Anderson Valley,Jim Gordon,@gordone_cellars,Pinot Noir,Foursight
11450,Italy,,91,59,Tuscany,Toscana,Kerin O’Keefe,@kerinokeefe,Red Blend,Gagliole
11451,US,Clos Pepe Vineyard Blanc de Noir,91,60,California,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Pinot Noir,Goat Bubbles
11452,Spain,Crianza,91,16,Northern Spain,Rioja,Michael Schachner,@wineschach,Tempranillo,Viña Olabarri
11453,Spain,Termes,91,20,Northern Spain,Toro,Michael Schachner,@wineschach,Tinta de Toro,Numanthia
11454,US,,91,20,California,Santa Barbara County,Matt Kettmann,@mattkettmann,Pinot Grigio,Palmina
11455,US,Trois Filles,91,42,California,Marin County,Jim Gordon,@gordone_cellars,Pinot Noir,Pey-Marin
11456,France,Château de Mercey,87,23,Burgundy,Bourgogne Hautes Côtes de Beaune,Roger Voss,@vossroger,Chardonnay,Antonin Rodet
11457,US,Estate Vineyards,87,16,New York,Finger Lakes,Anna Lee C. Iijima,,Riesling,Atwater
11458,US,,87,56,California,Russian River Valley,,,Chardonnay,Bacigalupi
11459,US,,87,12,California,Central Coast,,,Pinot Noir,Ballard Lane
