Order,lot_area,neighborhood,overall_quality,overall_condition,year_built,year_sold,sale_price
1175,10646,Somerst,7,5,2001,2008,223000
1176,2645,Somerst,8,5,1999,2008,170000
1177,2645,Somerst,8,5,1999,2008,200000
1178,3951,Somerst,10,5,1998,2008,345000
1179,14963,Veenker,8,5,1996,2008,245500
1180,11064,Veenker,8,5,1995,2008,217500
1181,10846,Veenker,8,5,1993,2008,324000
1182,11120,Veenker,6,6,1984,2008,162500
1183,24572,Veenker,9,3,1977,2008,150000
1184,16280,Veenker,8,9,1976,2008,290000
1185,7500,Somerst,7,5,2002,2008,205000
1186,10400,NWAmes,7,6,1970,2008,174000
1187,11104,NWAmes,6,6,1969,2008,183000
1188,11050,NWAmes,6,5,1968,2008,150000
1189,11040,NWAmes,6,7,1971,2008,145000
1190,15387,NWAmes,7,7,1967,2008,215000
1191,9750,NWAmes,5,6,1965,2008,140500
1192,10800,NWAmes,6,7,1974,2008,240000
1193,8814,NAmes,5,6,1968,2008,141000
1194,8872,NAmes,5,8,1965,2008,147000
1195,8125,NAmes,5,7,1965,2008,135000
1196,11072,NAmes,5,5,1965,2008,145000
1197,13101,NAmes,5,5,1965,2008,142600
1198,9246,NWAmes,5,5,1973,2008,135000
1199,13355,NWAmes,7,6,1971,2008,170000
1200,8963,NWAmes,8,9,1976,2008,299800
1201,9120,NWAmes,6,6,1974,2008,185000
1202,9130,NWAmes,6,8,1966,2008,173000
1203,12122,NAmes,7,9,1961,2008,178400
1204,9900,NWAmes,7,5,1968,2008,176000
1205,7785,NAmes,5,5,1956,2008,98000
1206,8593,NAmes,4,6,1957,2008,109008
1207,8475,NAmes,4,7,1956,2008,135750
1208,8700,NAmes,5,6,1963,2008,155000
1209,10175,NAmes,6,5,1964,2008,180500
1210,9020,NAmes,6,7,1966,2008,174900
1211,9200,NAmes,6,6,1965,2008,140000
1212,8250,NAmes,6,7,1964,2008,145000
1213,9350,NAmes,5,8,1965,2008,179900
1214,9020,NAmes,6,5,1964,2008,168500
1215,9900,NAmes,5,5,1961,2008,140000
1216,10007,NAmes,5,7,1959,2008,145500
1217,10721,NAmes,6,6,1959,2008,142000
1218,12493,NAmes,4,5,1960,2008,141000
1219,11332,NAmes,5,7,1960,2008,153000
1220,6627,BrkSide,3,6,1949,2008,72500
1221,4130,BrkSide,3,6,1935,2008,52000
1222,7420,BrkSide,5,6,1939,2008,118000
1223,4882,BrkSide,4,7,1937,2008,87000
1224,9600,NAmes,5,6,1960,2008,141500
1225,9600,NAmes,6,5,1950,2008,119000
1226,9600,NAmes,5,8,1950,2008,141500
1227,9600,NAmes,6,6,1955,2008,165500
1228,7584,NAmes,5,5,1953,2008,112900
1229,13700,NAmes,7,6,1965,2008,201800
1230,10197,NAmes,6,5,1961,2008,163000
1231,7875,NAmes,5,6,1961,2008,139950
1232,8400,NAmes,6,9,1962,2008,174000
1233,9150,NAmes,6,5,1962,2008,165000
1234,14670,NAmes,6,7,1966,2008,227000
1235,7390,NAmes,5,7,1955,2008,135000
1236,9204,NAmes,5,5,1963,2008,124000
1237,7763,NAmes,5,7,1962,2008,140000
1238,8856,NAmes,5,4,1957,2008,136500
1239,9840,NAmes,5,7,1959,2008,185000
1240,9120,NAmes,6,6,1958,2008,163000
1241,13200,NAmes,6,6,1958,2008,166800
1242,9000,NAmes,6,5,1956,2008,139000
1243,11900,NAmes,6,5,1957,2008,166000
1244,9464,NAmes,6,7,1958,2008,136000
1245,10425,NAmes,5,5,1956,2008,133000
1246,11556,NAmes,5,6,1952,2008,116000
1247,9373,NAmes,5,6,1953,2008,137500
1248,12774,NAmes,5,5,1953,2008,130000
1249,14250,NAmes,6,5,1957,2008,180000
1250,7350,NAmes,5,7,1951,2008,139000
1251,7677,NAmes,5,5,1953,2008,110000
1252,8838,NAmes,5,3,1957,2008,100000
1253,8480,NAmes,5,5,1947,2008,118500
1254,12436,NAmes,5,5,1957,2008,146000
1255,10122,OldTown,4,6,1948,2008,89900
1256,7506,OldTown,5,8,1925,2008,114000
1257,10930,NAmes,5,6,1945,2008,140000
1258,5400,OldTown,4,7,1940,2008,86900
1259,10836,OldTown,5,5,1922,2008,139000
1260,10800,OldTown,4,7,1900,2008,106250
1261,9247,NAmes,6,6,1962,2008,171000
1262,10180,NAmes,5,6,1968,2008,139000
1263,11355,NAmes,7,7,1958,2008,186000
1264,10920,NAmes,6,5,1960,2008,157000
1265,12929,NAmes,6,6,1960,2008,148000
1266,27650,NAmes,7,7,1960,2008,242000
1267,8892,NAmes,5,7,1953,2008,116000
1268,7200,NAmes,5,7,1951,2008,94000
1269,7200,NAmes,5,5,1950,2008,98300
1270,7910,NAmes,5,5,1960,2008,127000
1271,8000,NAmes,5,6,1959,2008,159000
1272,8000,NAmes,5,5,1962,2008,125900
1273,7931,NAmes,5,6,1960,2008,155000
1274,8064,NAmes,6,6,1948,2008,138000
1275,6390,NAmes,6,7,1954,2008,112500
1276,7227,NAmes,6,6,1954,2008,105500
1277,7200,NAmes,6,5,1954,2008,127500
1278,8513,NAmes,5,5,1961,2008,130000
1279,7200,NAmes,5,6,1955,2008,150000
1280,7200,NAmes,5,7,1954,2008,109500
1281,7056,NAmes,6,5,1963,2008,140000
1282,9760,NAmes,6,6,1964,2008,167900
1283,7590,NAmes,5,5,1963,2008,136870
1284,9836,OldTown,6,5,2008,2008,143000
1285,5232,OldTown,5,5,1925,2008,73000
1286,10440,OldTown,5,8,1904,2008,157500
1287,9184,OldTown,5,7,1948,2008,122600
1288,4800,OldTown,5,5,1910,2008,111000
1289,10440,OldTown,6,7,1920,2008,256000
1290,4800,OldTown,5,4,1940,2008,64000
1291,6000,OldTown,6,7,1915,2008,139500
1292,11426,OldTown,4,6,1910,2008,118000
1293,11426,OldTown,7,5,2003,2008,200000
1294,7628,OldTown,4,6,1940,2008,119164
1295,7308,OldTown,5,5,1920,2008,122250
1296,5400,OldTown,7,6,1920,2008,120000
1297,10800,OldTown,6,6,1940,2008,155000
1298,6756,OldTown,5,6,1910,2008,78000
1299,5914,OldTown,5,9,1890,2008,95000
1300,6000,OldTown,5,5,1948,2008,115000
1301,12000,OldTown,5,7,1948,2008,147000
1302,9000,OldTown,5,6,1946,2008,140000
1303,7311,OldTown,2,5,1946,2008,46500
1304,6000,OldTown,5,6,1957,2008,112500
1305,6000,OldTown,4,7,1954,2008,107900
1306,12205,OldTown,3,1,1949,2008,65000
1307,18386,OldTown,7,9,1880,2008,295000
1308,9142,OldTown,5,5,1900,2008,139500
1309,12665,OldTown,5,8,1915,2008,153900
1310,5350,OldTown,7,8,1920,2008,132000
1311,4571,OldTown,5,5,1916,2008,98000
1312,9143,OldTown,5,7,1900,2008,114000
1313,9600,OldTown,5,5,1920,2008,130000
1314,9600,OldTown,6,5,1917,2008,129500
1315,6000,OldTown,5,9,1905,2008,129400
1316,9600,OldTown,7,9,1928,2008,161000
1317,10800,OldTown,6,7,1905,2008,163000
1318,6300,OldTown,6,6,1914,2008,128000
1319,5250,OldTown,8,5,1872,2008,122000
1320,5700,OldTown,7,7,1926,2008,116900
1321,13500,OldTown,10,9,1893,2008,325000
1322,11340,OldTown,2,1,1920,2008,55000
1323,10800,OldTown,7,7,1890,2008,184000
1324,9750,OldTown,5,6,1959,2008,110000
1325,12150,OldTown,5,5,1954,2008,131500
1326,12702,OldTown,5,5,1956,2008,97000
1327,8516,OldTown,4,6,1958,2008,115500
1328,7111,BrkSide,5,7,1928,2008,138000
1329,7425,BrkSide,7,7,1945,2008,108000
1330,9100,BrkSide,5,6,1930,2008,79500
1331,7010,BrkSide,5,5,1935,2008,153000
1332,6130,BrkSide,5,6,1924,2008,109500
1333,5000,BrkSide,5,7,1941,2008,124000
1334,5870,BrkSide,6,9,1900,2008,106900
1335,6000,BrkSide,6,7,1940,2008,164900
1336,6000,BrkSide,5,7,1924,2008,119000
1337,6000,BrkSide,6,7,1929,2008,120000
1338,6000,BrkSide,6,7,1937,2008,157000
1339,6000,BrkSide,6,5,1939,2008,105000
1340,5000,BrkSide,6,7,1926,2008,113000
1341,5520,BrkSide,5,7,1920,2008,115000
1342,5940,BrkSide,4,7,1946,2008,79000
1343,6240,BrkSide,4,7,1929,2008,123000
1344,6120,BrkSide,5,6,1945,2008,81300
1345,6240,BrkSide,5,7,1930,2008,162900
1346,6240,BrkSide,7,5,1939,2008,150000
1347,6120,OldTown,5,5,1923,2008,123500
1348,6120,OldTown,7,5,1931,2008,129900
1349,6155,BrkSide,6,8,1920,2008,128000
1350,6324,BrkSide,4,6,1927,2008,68500
1351,8635,BrkSide,5,5,1948,2008,127000
1352,13053,BrkSide,6,7,1923,2008,207000
1353,9120,BrkSide,7,6,1925,2008,184000
1354,9144,BrkSide,6,4,1915,2008,162500
1355,9144,BrkSide,5,5,1940,2008,145000
1356,10267,BrkSide,6,7,1918,2008,130000
1357,8094,OldTown,6,8,1910,2008,160000
1358,5100,OldTown,8,7,1925,2008,161000
1359,4347,OldTown,6,8,1910,2008,127500
1360,6291,IDOTRR,6,6,1930,2008,93850
1361,10266,IDOTRR,6,6,1952,2008,136000
1362,6876,IDOTRR,6,6,1938,2008,141000
1363,10320,IDOTRR,5,6,1915,2008,120000
1364,7200,IDOTRR,6,7,1925,2008,127500
1365,7006,IDOTRR,6,6,1925,2008,127000
1366,7920,IDOTRR,6,7,1920,2008,89500
1367,8235,OldTown,5,7,1955,2008,125000
1368,5586,OldTown,6,7,1920,2008,79900
1369,10320,IDOTRR,5,8,1912,2008,85000
1370,10320,IDOTRR,3,3,1915,2008,82375
1371,10320,IDOTRR,6,7,1906,2008,135000
1372,9488,Sawyer,5,6,1947,2008,124000
1373,8250,Sawyer,5,5,1968,2008,134000
1374,21286,Sawyer,5,5,1948,2008,135000
1375,17120,ClearCr,4,4,1959,2008,134432
1376,10106,Edwards,5,7,1940,2008,127500
1377,11235,Sawyer,5,6,1963,2008,148000
1378,11200,Sawyer,5,5,1965,2008,129500
1379,13014,Sawyer,6,5,1978,2008,157500
1380,7162,Sawyer,5,7,1966,2008,109900
1381,10265,Sawyer,5,7,1967,2008,145000
1382,9764,Sawyer,5,7,1967,2008,130000
1383,7703,Sawyer,6,8,1978,2008,153000
1384,9981,Sawyer,5,5,1967,2008,120000
1385,7400,Sawyer,5,5,1984,2008,152000
1386,12900,Sawyer,4,4,1969,2008,108959
1387,12900,Sawyer,5,4,1920,2008,95541
1388,9000,Sawyer,5,3,1959,2008,80000
1389,8544,Sawyer,5,6,1966,2008,149350
1390,9239,Sawyer,5,8,1963,2008,144900
1391,14175,Sawyer,6,8,1956,2008,185000
1392,13284,Sawyer,5,5,1954,2008,165000
1393,13500,ClearCr,6,7,1960,2008,235000
1394,13825,Sawyer,5,6,1958,2008,140000
1395,10200,Sawyer,5,8,1940,2008,108000
1396,10532,ClearCr,5,3,1960,2008,145000
1397,8375,Sawyer,5,7,1941,2008,152400
1398,10200,Sawyer,5,8,1970,2008,144000
1399,2887,ClearCr,6,5,1996,2008,173000
1400,10005,ClearCr,7,5,1977,2008,192000
1401,20270,ClearCr,7,6,1979,2008,245000
1402,39104,ClearCr,7,7,1954,2008,241500
1403,53227,ClearCr,4,6,1954,2008,256000
1404,11512,Edwards,6,7,1959,2008,177000
1405,5190,Edwards,7,5,1948,2008,125600
1406,10452,Edwards,6,5,1953,2008,155000
1407,45600,ClearCr,6,8,1908,2008,240000
1408,19550,Edwards,5,7,1940,2008,260000
1409,21780,Edwards,6,7,1918,2008,185000
1410,13728,Edwards,6,7,1935,2008,235000
1411,9571,Edwards,5,6,1956,2008,159900
1412,9350,Edwards,5,5,1975,2008,99600
1413,9360,Edwards,6,8,1962,2008,134500
1414,8405,Edwards,5,8,1900,2008,119000
1415,7000,Edwards,5,7,1910,2008,107500
1416,10880,Edwards,5,5,1950,2008,125000
1417,9600,Edwards,6,5,1924,2008,79000
1418,9084,Edwards,5,6,1941,2008,95000
1419,11839,SawyerW,7,5,1990,2008,262280
1420,9771,SawyerW,6,5,1995,2008,260000
1421,9938,SawyerW,7,5,1994,2008,226500
1422,14171,SawyerW,7,5,1993,2008,225000
1423,10541,SawyerW,7,5,1996,2008,229000
1424,10616,CollgCr,7,5,2007,2008,177439
1425,9345,CollgCr,8,5,2007,2008,248500
1426,11778,CollgCr,9,5,2008,2008,475000
1427,11778,CollgCr,9,5,2008,2008,395039
1428,11228,SawyerW,7,5,1993,2008,228000
1429,11454,SawyerW,8,5,1995,2008,225000
1430,11500,ClearCr,6,6,1966,2008,195000
1431,12798,ClearCr,6,5,1997,2008,200000
1432,9750,CollgCr,5,7,1994,2008,155000
1433,9525,CollgCr,5,6,1995,2008,144000
1434,9245,CollgCr,5,5,1994,2008,145000
1435,8696,CollgCr,7,5,1997,2008,226001
1436,13142,CollgCr,6,5,1997,2008,215700
1437,8998,CollgCr,7,5,2000,2008,207500
1438,9179,CollgCr,7,5,1999,2008,193000
1439,8924,CollgCr,7,5,1998,2008,188000
1440,9382,CollgCr,7,5,1999,2008,191000
1441,12803,CollgCr,7,5,2002,2008,221000
1442,12435,CollgCr,7,5,2001,2008,231500
1443,12192,CollgCr,7,5,2000,2008,235000
1444,11250,CollgCr,7,5,2001,2008,223500
1445,9200,CollgCr,5,6,1975,2008,130250
1446,8385,CollgCr,5,8,1977,2008,149900
1447,12250,CollgCr,5,6,1978,2008,158000
1448,10970,CollgCr,6,6,1978,2008,147000
1449,9216,CollgCr,5,6,1975,2008,143195
1450,14330,CollgCr,5,6,1975,2008,163000
1451,7990,CollgCr,5,6,1975,2008,110000
1452,7180,CollgCr,5,7,1972,2008,127000
1453,7200,CollgCr,5,7,1972,2008,124900
1454,9742,CollgCr,8,5,2002,2008,230000
1455,9473,CollgCr,8,5,2002,2008,237000
1456,10316,CollgCr,7,5,2000,2008,235000
1457,10400,CollgCr,7,5,2001,2008,230500
1458,9066,CollgCr,8,5,1999,2008,230000
1459,11404,CollgCr,7,5,1998,2008,222500
1460,9240,CollgCr,8,5,2001,2008,287000
1461,9720,CollgCr,9,5,2001,2008,274000
1462,14860,CollgCr,8,5,2002,2008,300000
1463,11250,CollgCr,8,5,2002,2008,255900
1464,8158,CollgCr,7,5,2003,2008,224900
1465,10905,CollgCr,7,5,2003,2008,240000
1466,7226,CollgCr,7,5,2003,2008,183000
1467,11690,CollgCr,8,5,1999,2008,207000
1468,8750,CollgCr,7,5,1994,2008,210000
1469,4435,CollgCr,6,5,2003,2008,136500
1470,4426,CollgCr,6,5,2004,2008,145000
1471,13125,CollgCr,6,5,1997,2008,208900
1472,10126,CollgCr,6,5,1997,2008,185000
1473,9135,CollgCr,7,5,2002,2008,214000
1474,8450,CollgCr,7,5,2003,2008,208500
1475,9750,CollgCr,7,5,2004,2008,186500
1476,8450,CollgCr,7,5,2004,2008,210000
1477,8320,CollgCr,7,5,2004,2008,185900
1478,11049,CollgCr,8,5,2007,2008,179900
1479,11058,CollgCr,7,6,2007,2008,218836
1480,9627,CollgCr,7,5,2007,2008,193000
1481,8199,CollgCr,7,5,2005,2008,189000
1482,4426,CollgCr,6,5,2004,2008,149300
1483,4426,CollgCr,6,5,2004,2008,141000
1484,4438,CollgCr,6,5,2004,2008,149000
1485,4438,CollgCr,6,5,2004,2008,144500
1486,8777,Edwards,5,7,1910,2008,85000
1487,8777,Edwards,5,7,1900,2008,145900
1488,9825,Edwards,5,5,1966,2008,123000
1489,9937,Edwards,5,6,1965,2008,147500
1490,12102,Edwards,5,5,1976,2008,165000
1491,6500,Edwards,6,6,1976,2008,135000
1492,13907,Edwards,5,6,1940,2008,108000
1493,10012,Edwards,4,5,1972,2008,137500
1494,6931,Edwards,7,5,2003,2008,165400
1495,9638,Edwards,6,6,1977,2008,147000
1496,7200,Edwards,6,7,1976,2008,160500
1497,7024,Edwards,4,5,2005,2008,176000
1498,47007,Edwards,5,7,1959,2008,284700
1499,63887,Edwards,10,5,2008,2008,160000
1500,3675,Edwards,6,5,2005,2008,148000
1501,6040,Edwards,4,5,1955,2008,82000
1502,6012,Edwards,4,5,1955,2008,82000
1503,12108,Edwards,4,4,1955,2008,118000
1504,6845,Edwards,4,5,1955,2008,82500
1505,6931,Edwards,4,5,1955,2008,91900
1506,12180,Edwards,5,7,1938,2008,120000
1507,8050,Edwards,5,8,1947,2008,96000
1508,9520,Edwards,4,5,1953,2008,99000
1509,11767,Edwards,5,6,1946,2008,130500
1510,8172,Edwards,4,6,1954,2008,135000
1511,16466,Edwards,5,7,1955,2008,135500
1512,7692,Edwards,4,6,1954,2008,100000
1513,5142,Edwards,4,7,1923,2008,108000
1514,5604,Edwards,5,6,1925,2008,98000
1515,8248,Edwards,3,3,1914,2008,67000
1516,5687,SWISU,5,6,1912,2008,135900
1517,12155,SWISU,6,8,1925,2008,140000
1518,8400,SWISU,5,8,1939,2008,179500
1519,8400,SWISU,6,5,1925,2008,136500
1520,7290,SWISU,7,8,1921,2008,168000
1521,8525,SWISU,5,6,1911,2008,130000
1522,9842,SWISU,5,6,1921,2008,189000
1523,7804,SWISU,6,7,1930,2008,161900
1524,8969,Crawfor,6,6,1926,2008,145000
1525,11526,Crawfor,6,7,1922,2008,191000
1526,15576,Crawfor,6,7,1915,2008,177000
1527,15564,Crawfor,6,6,1914,2008,147500
1528,6292,SWISU,6,5,1930,2008,91000
1529,7609,Crawfor,8,9,1925,2008,231000
1530,10480,SWISU,6,5,1936,2008,115000
1531,9650,Crawfor,6,3,1923,2008,138000
1532,7200,Crawfor,7,6,1931,2008,149000
1533,11988,Crawfor,6,7,1934,2008,188700
1534,11700,Crawfor,5,6,1937,2008,198000
1535,9260,Crawfor,5,4,1938,2008,110000
1536,7801,Crawfor,6,5,1951,2008,104000
1537,9670,Crawfor,8,6,1935,2008,257076
1538,14100,Crawfor,8,9,1935,2008,381000
1539,15660,Crawfor,7,9,1939,2008,311500
1540,12392,Crawfor,7,9,1950,2008,263400
1541,26073,Crawfor,5,5,1956,2008,236500
1542,14778,Crawfor,6,7,1954,2008,224000
1543,1879,Blueste,6,6,1980,2008,116500
1544,1950,Blueste,6,6,1980,2008,151000
1545,7000,IDOTRR,6,8,1926,2008,126000
1546,6000,IDOTRR,6,8,1940,2008,120000
1547,3636,IDOTRR,4,4,1922,2008,55000
1548,5890,IDOTRR,6,8,1930,2008,120500
1549,6900,IDOTRR,5,6,1940,2008,120500
1550,8155,IDOTRR,5,7,1930,2008,119000
1551,6000,IDOTRR,5,5,1967,2008,126000
1552,7392,IDOTRR,5,7,1930,2008,99500
1553,9000,IDOTRR,5,5,1958,2008,165500
1554,14584,IDOTRR,1,5,1952,2008,13100
1555,5280,IDOTRR,4,7,1895,2008,89000
1556,8500,IDOTRR,4,4,1920,2008,40000
1557,5150,IDOTRR,4,7,1910,2008,80900
1558,18000,IDOTRR,3,4,1935,2008,81000
1559,9000,IDOTRR,4,6,1920,2008,65000
1560,5587,Crawfor,8,5,2008,2008,392500
1561,3843,Crawfor,8,5,2007,2008,294464
1562,3811,Crawfor,7,5,2004,2008,250000
1563,3842,Crawfor,8,5,2004,2008,275000
1564,23730,Mitchel,7,5,1996,2008,300000
1565,13265,Mitchel,8,5,2002,2008,271000
1566,11050,Mitchel,7,5,1996,2008,213000
1567,9880,Mitchel,6,6,1977,2008,171000
1568,10125,Mitchel,6,6,1977,2008,171500
1569,10260,Mitchel,5,4,1976,2008,100000
1570,9990,Mitchel,4,5,1991,2008,228500
1571,164660,Timber,5,6,1965,2008,228950
1572,4084,Timber,7,6,1986,2008,241500
1573,15498,Timber,8,6,1976,2008,287000
1574,11563,Timber,8,5,2006,2008,294000
1575,9520,Timber,8,5,2007,2008,293077
1576,12852,Timber,8,5,2007,2008,264966
1577,9802,Timber,5,5,2006,2008,172500
1578,9735,Timber,5,5,2006,2008,167500
1579,12018,Timber,7,5,2008,2008,218689
1580,12890,Timber,6,5,1989,2008,150000
1581,12416,Timber,6,5,1986,2008,184000
1582,18265,Timber,6,5,1986,2008,180000
1583,10200,Timber,6,5,1988,2008,175000
1584,11202,Timber,8,5,2003,2008,232500
1585,7915,Timber,6,5,1999,2008,195000
1586,12244,Timber,8,5,2003,2008,305000
1587,11449,Timber,8,5,2007,2008,298751
1588,11447,Timber,8,5,2005,2008,370000
1589,8940,Mitchel,7,5,1997,2008,209200
1590,7060,Mitchel,7,5,1997,2008,206300
1591,9278,Mitchel,5,5,2007,2008,146000
1592,4500,Mitchel,6,5,1997,2008,160500
1593,14137,Mitchel,4,5,1964,2008,173000
1594,4224,MeadowV,5,6,1975,2008,124000
1595,2665,MeadowV,5,6,1976,2008,115000
1596,2665,MeadowV,5,7,1976,2008,129500
1597,1974,MeadowV,4,7,1973,2008,105000
1598,1596,MeadowV,4,6,1973,2008,94900
1599,17979,Mitchel,5,6,1968,2008,152500
1600,1477,MeadowV,6,9,1970,2008,98000
1601,1890,MeadowV,4,7,1972,2008,81000
1602,21750,Mitchel,5,5,1954,2008,113000
1603,6490,Mitchel,5,7,1983,2008,128500
1604,6951,Mitchel,5,5,1984,2008,119500
1605,6600,Mitchel,5,9,1982,2008,130500
1606,6600,Mitchel,5,8,1982,2008,138000
1607,6600,Mitchel,5,6,1982,2008,134500
1608,12508,Mitchel,6,7,1940,2008,160000
1609,12395,Mitchel,5,6,1984,2008,137500
1610,11075,Mitchel,5,4,1969,2008,172000
1611,56600,IDOTRR,5,1,1900,2008,103000
1612,10667,NAmes,6,6,1971,2007,167300
1613,10628,NAmes,7,5,1970,2007,167000
1614,13651,NAmes,7,6,1973,2007,244000
1615,15865,NAmes,8,6,1970,2007,268000
1616,12394,Gilbert,7,5,2003,2007,225000
1617,10364,Gilbert,6,5,1995,2007,168000
1618,13869,Gilbert,6,6,1997,2007,177000
1619,8773,Gilbert,6,5,1997,2007,169000
1620,8872,Gilbert,6,5,1997,2007,161500
1621,5330,StoneBr,8,5,2000,2007,251000
1622,10147,Gilbert,6,5,1994,2007,160000
1623,8637,Gilbert,6,5,1999,2007,180000
1624,7875,Gilbert,7,5,1996,2007,178750
1625,7875,Gilbert,7,5,1995,2007,176000
1626,7500,Gilbert,6,5,1999,2007,204000
1627,9556,Gilbert,7,5,1992,2007,160000
1628,10784,Gilbert,7,5,1991,2007,160000
1629,9125,Gilbert,7,5,1992,2007,163900
1630,7655,Gilbert,6,5,1993,2007,168000
1631,18160,Gilbert,6,6,1964,2007,154204
1632,3696,StoneBr,8,5,1986,2007,170000
1633,5062,StoneBr,7,5,1984,2007,207500
1634,4740,StoneBr,8,5,1988,2007,182000
1635,5118,StoneBr,8,5,1990,2007,212000
1636,14157,StoneBr,9,5,2005,2007,377426
1637,12328,StoneBr,8,5,2005,2007,349265
1638,51974,StoneBr,9,5,2006,2007,591587
1639,41600,Gilbert,5,5,1969,2007,155000
1640,8035,StoneBr,9,5,2006,2007,319900
1641,8089,StoneBr,8,6,2007,2007,392000
1642,14082,StoneBr,8,5,2006,2007,441929
1643,13870,StoneBr,10,5,2006,2007,455000
1644,12546,NWAmes,6,7,1981,2007,182900
1645,10960,NWAmes,6,5,1984,2007,174000
1646,12090,NWAmes,6,7,1984,2007,178000
1647,12090,NWAmes,7,7,1981,2007,176000
1648,12299,NWAmes,7,6,1978,2007,213000
1649,11339,NWAmes,7,5,1979,2007,192000
1650,11952,NWAmes,7,6,1977,2007,190000
1651,12046,NWAmes,6,6,1976,2007,195000
1652,10395,NWAmes,6,6,1978,2007,148000
1653,11850,NWAmes,6,6,1984,2007,151500
1654,11584,NWAmes,7,6,1979,2007,197000
1655,10400,NWAmes,6,5,1979,2007,192350
1656,10793,NWAmes,5,5,1969,2007,152000
1657,13001,NWAmes,6,5,1971,2007,170000
1658,12243,NWAmes,5,6,1971,2007,175000
1659,11700,NWAmes,6,6,1968,2007,175000
1660,12384,NWAmes,7,7,1976,2007,197900
1661,8991,NWAmes,7,6,1976,2007,174000
1662,8000,NWAmes,6,6,1974,2007,178900
1663,10500,NAmes,5,7,1971,2007,139000
1664,10530,NAmes,6,5,1971,2007,143250
1665,7472,NAmes,7,9,1972,2007,184000
1666,9457,NAmes,5,6,1970,2007,155000
1667,7920,NAmes,5,5,1970,2007,133000
1668,9758,NAmes,5,5,1971,2007,119500
1669,8294,NAmes,4,5,1971,2007,123000
1670,7340,NAmes,4,6,1971,2007,110000
1671,17199,NAmes,4,7,1961,2007,128000
1672,9000,NAmes,4,6,1971,2007,120500
1673,4058,NAmes,7,5,1998,2007,133000
1674,4113,NAmes,6,5,2001,2007,155000
1675,10943,NAmes,6,5,1997,2007,177000
1676,2205,BrDale,6,6,1973,2007,113500
1677,1890,BrDale,6,5,1973,2007,113000
1678,2058,BrDale,6,5,1973,2007,113700
1679,2016,BrDale,5,5,1970,2007,106000
1680,1920,BrDale,5,5,1971,2007,122500
1681,4928,NPkVill,6,5,1976,2007,128000
1682,2308,NPkVill,6,6,1976,2007,155000
1683,2304,NPkVill,7,7,1978,2007,142500
1684,7150,NAmes,5,6,1966,2007,129250
1685,12469,NridgHt,9,5,2006,2007,356000
1686,11694,NridgHt,9,5,2007,2007,314813
1687,12030,NridgHt,8,5,2007,2007,318000
1688,11825,NridgHt,8,5,2006,2007,322400
1689,12085,NridgHt,8,5,2007,2007,318000
1690,14333,NridgHt,8,5,2007,2007,345474
1691,14450,NridgHt,9,5,2006,2007,415298
1692,13641,NridgHt,9,5,2007,2007,492000
1693,13440,NridgHt,8,5,2006,2007,338931
1694,15431,NridgHt,10,5,2005,2007,450000
1695,14154,NridgHt,7,5,2006,2007,280000
1696,13891,NridgHt,9,5,2007,2007,479069
1697,14226,NridgHt,8,5,2006,2007,395000
1698,13693,NridgHt,9,5,2006,2007,380000
1699,11428,NridgHt,8,5,2006,2007,250000
1700,14977,NridgHt,8,5,2006,2007,440000
1701,13654,NridgHt,9,5,2005,2007,418000
1702,17169,NridgHt,10,5,2007,2007,500067
1703,16659,NridgHt,8,5,2007,2007,260116
1704,9591,NridgHt,8,5,2004,2007,317000
1705,9709,NridgHt,8,5,2007,2007,319500
1706,10562,NridgHt,8,5,2007,2007,325624
1707,13615,NridgHt,9,5,2006,2007,372000
1708,13069,NridgHt,8,5,2004,2007,342000
1709,12099,NridgHt,8,5,2004,2007,354000
1710,14277,NridgHt,8,5,2003,2007,350000
1711,11999,NridgHt,8,5,2003,2007,285000
1712,12568,NridgHt,8,5,2007,2007,281500
1713,9926,NridgHt,7,5,2005,2007,245700
1714,9254,NridgHt,8,5,2005,2007,232698
1715,10732,NridgHt,8,5,2006,2007,250000
1716,7577,NridgHt,6,5,2005,2007,194700
1717,3901,NridgHt,6,5,2005,2007,204000
1718,3903,NridgHt,6,5,2005,2007,200000
1719,6289,NridgHt,6,5,2005,2007,207000
1720,4590,NridgHt,8,5,2006,2007,209500
1721,4590,NridgHt,8,5,2006,2007,209500
1722,6442,NridgHt,8,5,2006,2007,202500
1723,7841,NridgHt,9,5,2005,2007,280000
1724,7313,NridgHt,9,5,2005,2007,277500
1725,7820,NridgHt,9,5,2007,2007,318061
1726,6240,NridgHt,8,5,2006,2007,221370
1727,3242,NridgHt,7,5,2003,2007,200000
1728,15810,Gilbert,6,5,2007,2007,181755
1729,10237,Gilbert,6,5,2005,2007,176000
1730,10237,Gilbert,6,5,2005,2007,178900
1731,13204,Gilbert,7,5,2006,2007,168165
1732,8857,Gilbert,6,5,2006,2007,171925
1733,9729,Gilbert,6,5,2006,2007,198444
1734,12216,Gilbert,6,5,2005,2007,203000
1735,9018,Gilbert,7,5,2007,2007,179540
1736,8993,Gilbert,7,5,2007,2007,176485
1737,8899,Gilbert,7,5,2007,2007,181134
1738,8499,Gilbert,6,5,2006,2007,156932
1739,8229,Gilbert,6,5,2007,2007,166000
1740,7713,Gilbert,7,5,2007,2007,177594
1741,7697,Gilbert,7,6,2007,2007,173500
