CONTROL,SHIPMONTH,WEIGHT,WGTADJ,REGION,SECTIONS,STATUS,PRICE,SQFT,BEDROOMS,TITLED,LOCATION,FOUNDATION,SECURED,jstatus,jprice,jsqft,jbedroom,jtitle,jlocation,jfoundation,jsecured
20010255,202001,7.2818,0.9954,2,2,2,109000,1700,3,2,3,1,9,R,I,I,I,I,I,I,R
20010256,202001,7.2818,0.9954,2,2,2,90000,1600,3,2,1,1,9,R,R,R,R,R,R,R,R
20010257,202001,7.2818,0.9954,2,2,2,96000,1100,3,2,3,1,9,R,R,R,R,R,R,R,R
20010258,202001,9.6421,0.9954,4,2,2,92000,1500,3,2,3,1,9,R,R,R,R,R,R,R,R
20010259,202001,9.6421,0.9954,4,2,2,103000,1500,3,2,1,1,9,R,I,R,R,I,R,R,R
20010260,202001,9.6421,0.9954,4,2,2,133000,2000,3,2,3,1,9,R,R,R,R,R,R,R,R
20010261,202001,5.6,0.9954,1,2,2,80000,1600,3,2,1,1,9,R,R,R,R,R,R,R,R
20010262,202001,5.6,0.9954,1,2,2,93000,1200,1,2,1,1,9,I,I,I,I,I,I,I,I
20010263,202001,5.6,0.9954,1,2,2,109000,1700,3,2,3,1,9,I,I,I,I,I,I,I,I
20010264,202001,5.6,0.9954,1,2,2,105000,1600,3,9,3,1,9,I,I,I,I,I,I,I,I
20010265,202001,5.6,0.9954,1,2,2,65000,990,3,9,3,1,9,R,R,R,R,R,R,R,R
20010266,202001,5.6,0.9954,1,2,2,70000,1600,3,2,1,1,9,R,R,R,R,R,R,R,R
20010267,202001,31.6893,0.9954,3,2,2,105000,1600,3,2,3,1,9,I,I,I,I,I,I,I,I
20010268,202001,31.6893,0.9954,3,2,2,117000,1900,3,2,3,1,9,I,I,I,I,I,I,I,I
20010269,202001,31.6893,0.9954,3,2,2,66000,1600,3,1,1,1,9,R,R,R,R,R,R,R,R
20010270,202001,9.6421,0.9954,4,2,2,111000,1300,3,9,3,1,9,R,R,R,R,R,R,R,R
20010271,202001,9.6421,0.9954,4,2,2,101000,1500,1,2,3,1,9,I,I,I,I,I,I,I,I
20010272,202001,9.6421,0.9954,4,2,2,107000,1500,3,9,3,1,9,R,R,R,R,R,R,R,R
20010273,202001,9.6421,0.9954,4,2,2,130000,1500,1,2,3,1,9,R,R,R,R,R,R,R,R
20010274,202001,5.6,0.9954,1,2,2,82000,1200,3,2,1,1,9,R,R,R,R,R,R,R,R
20010275,202001,5.6,0.9954,1,2,2,120000,1400,1,9,1,1,9,R,R,R,R,R,R,R,R
20010276,202001,5.6,0.9954,1,2,2,76000,1600,3,2,3,1,9,R,R,R,R,I,R,R,R
20010277,202001,31.6893,0.9954,3,2,2,112000,1400,3,1,3,1,9,R,R,R,R,R,R,R,R
20010278,202001,31.6893,0.9954,3,2,2,170000,1700,3,2,1,1,9,R,R,R,R,R,R,R,R
20010279,202001,31.6893,0.9954,3,2,2,122000,1900,3,1,3,1,9,R,R,R,R,R,R,R,R
20010280,202001,31.6893,0.9954,3,2,2,94000,1700,3,2,1,1,9,R,R,R,R,I,R,I,R
20010281,202001,31.6893,0.9954,3,2,2,170000,2000,3,1,3,1,9,R,R,R,R,R,R,R,R
20010282,202001,31.6893,0.9954,3,2,2,136000,1700,3,2,3,1,9,R,R,R,R,I,R,R,R
20010283,202001,7.2818,0.9954,2,2,2,184000,1800,3,2,1,1,9,R,R,R,R,R,R,R,R
20010284,202001,9.6421,0.9954,4,2,1,84000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20010285,202001,9.6421,0.9954,4,2,1,90000,1100,3,9,9,9,9,R,I,I,I,9,9,9,9
20010286,202001,9.6421,0.9954,4,2,1,140000,1200,1,9,9,9,9,R,R,R,R,9,9,9,9
20010287,202001,9.6421,0.9954,4,2,1,135000,1300,1,9,9,9,9,R,R,R,R,9,9,9,9
20010288,202001,9.6421,0.9954,4,2,1,141000,1400,3,9,9,9,9,R,R,R,R,9,9,9,9
20010289,202001,9.6421,0.9954,4,2,1,139000,2100,3,9,9,9,9,R,R,R,R,9,9,9,9
20010290,202001,9.6421,0.9954,4,2,1,115000,2000,3,9,9,9,9,R,R,R,R,9,9,9,9
20010291,202001,9.6421,0.9954,4,2,1,98000,1300,3,9,9,9,9,R,I,R,R,9,9,9,9
20010292,202001,31.6893,0.9954,3,2,1,96000,1200,1,9,9,9,9,R,R,R,R,9,9,9,9
20010293,202001,31.6893,0.9954,3,2,1,135000,2500,3,9,9,9,9,I,I,I,I,9,9,9,9
20010294,202001,31.6893,0.9954,3,2,1,66000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20010295,202001,31.6893,0.9954,3,2,1,74000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20010296,202001,31.6893,0.9954,3,2,1,89000,1500,3,9,9,9,9,R,R,R,R,9,9,9,9
20010297,202001,31.6893,0.9954,3,2,1,140000,2500,3,9,9,9,9,R,R,R,R,9,9,9,9
20010298,202001,31.6893,0.9954,3,2,1,125000,2100,3,9,9,9,9,I,I,I,I,9,9,9,9
20010299,202001,31.6893,0.9954,3,2,1,58000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20010300,202001,9.6421,0.9954,4,2,1,79000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20010301,202001,7.2818,0.9954,2,2,1,101000,1500,3,9,9,9,9,I,I,I,I,9,9,9,9
20010302,202001,9.6421,0.9954,4,2,1,81000,990,1,9,9,9,9,I,I,I,I,9,9,9,9
20010303,202001,31.6893,0.9954,3,2,1,125000,2100,3,9,9,9,9,I,I,I,I,9,9,9,9
20010304,202001,31.6893,0.9954,3,2,1,119000,2500,3,9,9,9,9,R,R,R,R,9,9,9,9
20010305,202001,5.6,0.9954,1,2,1,56000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20010306,202001,5.6,0.9954,1,2,1,107000,1700,3,9,9,9,9,R,R,R,R,9,9,9,9
20010307,202001,31.6893,0.9954,3,2,1,116000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20010308,202001,7.2818,0.9954,2,2,1,145000,2400,3,9,9,9,9,R,R,R,R,9,9,9,9
20010309,202001,31.6893,0.9954,3,2,1,96000,2100,3,9,9,9,9,R,R,R,R,9,9,9,9
20010310,202001,7.2818,0.9954,2,2,1,105000,1600,3,9,9,9,9,I,I,I,I,9,9,9,9
20010311,202001,7.2818,0.9954,2,2,1,79000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20010312,202001,7.2818,0.9954,2,2,1,80000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20010313,202001,7.2818,0.9954,2,2,1,118000,1900,3,9,9,9,9,I,I,I,I,9,9,9,9
20010314,202001,7.2818,0.9954,2,2,1,70000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20010315,202001,7.2818,0.9954,2,2,1,135000,2400,3,9,9,9,9,I,I,I,I,9,9,9,9
20010316,202001,9.6421,0.9954,4,2,1,96000,1300,1,9,9,9,9,I,I,I,I,9,9,9,9
20010317,202001,9.6421,0.9954,4,2,1,236000,990,1,9,9,9,9,R,R,R,R,9,9,9,9
20010318,202001,9.6421,0.9954,4,2,1,116000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20010319,202001,9.6421,0.9954,4,2,1,111000,1700,3,9,9,9,9,R,I,R,R,9,9,9,9
20010320,202001,9.6421,0.9954,4,2,1,125000,2100,3,9,9,9,9,I,I,I,I,9,9,9,9
20010321,202001,31.6893,0.9954,3,2,1,118000,1900,3,9,9,9,9,R,I,I,I,9,9,9,9
20010322,202001,5.6,0.9954,1,2,1,84000,1200,1,9,9,9,9,R,R,R,R,9,9,9,9
20010323,202001,31.6893,0.9954,3,2,1,98000,1200,3,9,9,9,9,I,I,I,I,9,9,9,9
20010324,202001,31.6893,0.9954,3,2,1,117000,2200,3,9,9,9,9,R,R,R,R,9,9,9,9
20010325,202001,7.2818,0.9954,2,2,1,133000,2400,3,9,9,9,9,R,R,R,R,9,9,9,9
20010326,202001,31.6893,0.9954,3,2,1,102000,2500,3,9,9,9,9,R,R,R,R,9,9,9,9
20010327,202001,31.6893,0.9954,3,2,1,129000,2200,3,9,9,9,9,I,I,I,I,9,9,9,9
20010328,202001,5.6,0.9954,1,2,1,179000,1700,3,9,9,9,9,R,R,R,R,9,9,9,9
20010329,202001,5.6,0.9954,1,2,1,115000,1700,3,9,9,9,9,R,R,R,R,9,9,9,9
20010330,202001,5.6,0.9954,1,2,1,109000,1700,3,9,9,9,9,R,R,R,R,9,9,9,9
20010331,202001,31.6893,0.9954,3,2,1,58000,2000,3,9,9,9,9,R,R,R,R,9,9,9,9
20010332,202001,31.6893,0.9954,3,2,1,71000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20010333,202001,31.6893,0.9954,3,2,1,109000,1700,3,9,9,9,9,I,I,I,I,9,9,9,9
20010334,202001,7.2818,0.9954,2,2,1,105000,1600,3,9,9,9,9,I,I,I,I,9,9,9,9
20010335,202001,7.2818,0.9954,2,2,1,93000,2000,3,9,9,9,9,R,R,R,R,9,9,9,9
20010336,202001,31.6893,0.9954,3,2,1,135000,2500,3,9,9,9,9,R,I,R,R,9,9,9,9
20010337,202001,31.6893,0.9954,3,2,1,118000,1900,3,9,9,9,9,R,I,R,R,9,9,9,9
20010338,202001,31.6893,0.9954,3,2,1,75000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20010339,202001,31.6893,0.9954,3,2,1,113000,1800,1,9,9,9,9,I,I,I,I,9,9,9,9
20010340,202001,31.6893,0.9954,3,2,1,140000,2000,3,9,9,9,9,R,R,R,R,9,9,9,9
20010341,202001,9.6421,0.9954,4,2,1,98000,1300,3,9,9,9,9,I,I,I,I,9,9,9,9
20010342,202001,31.6893,0.9954,3,2,1,80000,2100,3,9,9,9,9,R,R,R,R,9,9,9,9
20010343,202001,7.2818,0.9954,2,2,1,98000,1300,3,9,9,9,9,I,I,I,I,9,9,9,9
20010344,202001,7.2818,0.9954,2,2,1,54000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20010345,202001,31.6893,0.9954,3,2,1,125000,2100,3,9,9,9,9,I,I,I,I,9,9,9,9
20010346,202001,9.6421,0.9954,4,2,1,96000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20010347,202001,6.4281,0.9954,5,3,1,107000,1600,1,9,9,9,9,I,I,I,I,9,9,9,9
20010348,202001,9.6421,0.9954,4,2,1,135000,1800,3,9,9,9,9,R,R,R,R,9,9,9,9
20010349,202001,9.6421,0.9954,4,2,1,156000,1500,1,9,9,9,9,R,R,R,R,9,9,9,9
20010350,202001,9.6421,0.9954,4,2,1,84000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20010351,202001,9.6421,0.9954,4,2,1,98000,1300,3,9,9,9,9,I,I,I,I,9,9,9,9
20010352,202001,9.6421,0.9954,4,2,1,84000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20010353,202001,9.6421,0.9954,4,2,1,92000,1200,3,9,9,9,9,I,I,I,I,9,9,9,9
20010354,202001,5.6,0.9954,1,2,1,90000,1200,1,9,9,9,9,R,R,R,R,9,9,9,9
20010355,202001,31.6893,0.9954,3,2,1,71000,1900,3,9,9,9,9,R,R,R,R,9,9,9,9
20010356,202001,7.2818,0.9954,2,2,1,109000,1700,3,9,9,9,9,I,I,I,I,9,9,9,9
20010357,202001,7.2818,0.9954,2,2,1,148000,1800,3,9,9,9,9,R,R,R,R,9,9,9,9
20010358,202001,9.6421,0.9954,4,2,1,129000,2400,3,9,9,9,9,I,I,I,I,9,9,9,9
20010359,202001,5.6,0.9954,1,2,1,101000,1500,3,9,9,9,9,I,I,I,I,9,9,9,9
20010360,202001,31.6893,0.9954,3,2,1,105000,1600,3,9,9,9,9,I,I,I,I,9,9,9,9
20010361,202001,9.6421,0.9954,4,2,1,118000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20010362,202001,7.2818,0.9954,2,2,1,91000,1200,1,9,9,9,9,I,I,I,I,9,9,9,9
20010363,202001,7.2818,0.9954,2,2,1,87000,1400,3,9,9,9,9,R,R,R,R,9,9,9,9
20010364,202001,7.2818,0.9954,2,2,1,54000,1500,3,9,9,9,9,R,R,R,R,9,9,9,9
20010365,202001,7.2818,0.9954,2,2,1,90000,1700,3,9,9,9,9,R,R,R,R,9,9,9,9
20010366,202001,5.6,0.9954,1,2,1,100000,1500,1,9,9,9,9,R,R,R,R,9,9,9,9
20010367,202001,7.2818,0.9954,2,2,1,54000,1500,3,9,9,9,9,R,R,R,R,9,9,9,9
20010368,202001,9.6421,0.9954,4,2,1,94000,1200,1,9,9,9,9,I,I,I,I,9,9,9,9
20010369,202001,5.6,0.9954,1,2,1,113000,1800,3,9,9,9,9,R,I,R,R,9,9,9,9
20010370,202001,7.2818,0.9954,2,2,1,113000,1800,3,9,9,9,9,I,I,I,I,9,9,9,9
20010371,202001,5.6,0.9954,1,2,1,233000,1500,3,9,9,9,9,R,R,R,R,9,9,9,9
20010372,202001,5.6,0.9954,1,2,1,89000,990,1,9,9,9,9,R,I,R,R,9,9,9,9
20010373,202001,5.6,0.9954,1,2,1,185000,1700,1,9,9,9,9,R,R,R,R,9,9,9,9
20010374,202001,7.2818,0.9954,2,2,1,75000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20010375,202001,7.2818,0.9954,2,2,1,105000,1600,3,9,9,9,9,I,I,I,I,9,9,9,9
20010376,202001,7.2818,0.9954,2,2,1,109000,1700,3,9,9,9,9,R,I,R,R,9,9,9,9
20010377,202001,5.6,0.9954,1,2,1,75000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20010378,202001,9.6421,0.9954,4,2,1,103000,1500,3,9,9,9,9,R,I,R,R,9,9,9,9
20010379,202001,7.2818,0.9954,2,2,1,69000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20010380,202001,7.2818,0.9954,2,2,1,88000,1100,3,9,9,9,9,R,I,I,I,9,9,9,9
20010381,202001,5.6,0.9954,1,2,1,96000,1300,3,9,9,9,9,I,I,I,I,9,9,9,9
20010382,202001,5.6,0.9954,1,2,1,56000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20010383,202001,7.2818,0.9954,2,2,1,91000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20010384,202001,7.2818,0.9954,2,2,1,93000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20010385,202001,31.6893,0.9954,3,2,1,121000,2000,3,9,9,9,9,I,I,I,I,9,9,9,9
20010386,202001,31.6893,0.9954,3,2,1,83000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20010387,202001,31.6893,0.9954,3,2,1,117000,1900,3,9,9,9,9,R,I,R,R,9,9,9,9
20010388,202001,7.2818,0.9954,2,2,1,147000,2400,3,9,9,9,9,I,I,I,I,9,9,9,9
20010389,202001,31.6893,0.9954,3,2,1,58000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20010390,202001,31.6893,0.9954,3,2,1,89000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20010391,202001,31.6893,0.9954,3,2,1,70000,1700,3,9,9,9,9,R,R,R,R,9,9,9,9
20010392,202001,7.2818,0.9954,2,2,1,107000,1600,3,9,9,9,9,I,I,I,I,9,9,9,9
20010393,202001,31.6893,0.9954,3,2,1,105000,1600,3,9,9,9,9,R,I,R,R,9,9,9,9
20010394,202001,7.2818,0.9954,2,2,1,100000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20010395,202001,31.6893,0.9954,3,2,1,120000,1700,3,9,9,9,9,R,R,R,R,9,9,9,9
20010396,202001,31.6893,0.9954,3,2,1,135000,2500,3,9,9,9,9,I,I,I,I,9,9,9,9
20010397,202001,7.2818,0.9954,2,2,1,147000,2400,3,9,9,9,9,R,I,R,R,9,9,9,9
20010398,202001,7.2818,0.9954,2,2,1,113000,1800,3,9,9,9,9,I,I,I,I,9,9,9,9
20010399,202001,7.2818,0.9954,2,2,1,110000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20010400,202001,7.2818,0.9954,2,2,1,115000,1800,3,9,9,9,9,I,I,I,I,9,9,9,9
20010401,202001,31.6893,0.9954,5,2,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
20010402,202001,21.1262,0.9954,5,3,3,9,9,9,9,9,9,9,I,9,9,9,9,9,9,9
20010403,202001,31.6893,0.9954,5,2,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
20010404,202001,31.6893,0.9954,5,2,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
20010405,202001,31.6893,0.9954,5,2,3,9,9,9,9,9,9,9,I,9,9,9,9,9,9,9
20020001,202002,57.5143,1.0559,3,1,2,62000,1200,3,2,3,2,9,R,I,R,R,R,R,R,R
20020002,202002,57.5143,1.0559,3,1,2,59000,1200,3,2,3,3,9,I,I,I,I,I,I,I,I
20020003,202002,19.8947,1.0559,4,1,2,43200,730,1,2,3,2,1,I,I,I,I,I,I,I,I
20020004,202002,19.8947,1.0559,4,1,2,61000,730,1,2,1,2,1,R,R,R,R,R,R,R,R
20020005,202002,19.8947,1.0559,4,1,2,56000,1100,3,9,1,3,1,I,I,I,I,I,I,I,I
20020006,202002,19.8947,1.0559,4,1,2,86000,1100,3,2,1,3,1,R,R,R,R,R,R,R,R
20020007,202002,9.4667,1.0559,1,1,2,62000,880,3,2,1,2,1,R,R,R,R,R,R,R,R
20020008,202002,9.4667,1.0559,1,1,2,56000,1100,3,2,1,3,1,I,I,I,I,I,I,I,I
20020009,202002,57.5143,1.0559,3,1,2,54000,1000,1,1,3,3,9,I,I,I,I,I,I,I,I
20020010,202002,57.5143,1.0559,3,1,2,54000,1000,1,2,3,3,9,R,R,R,R,R,R,R,R
20020011,202002,57.5143,1.0559,3,1,2,51000,920,3,2,3,3,9,I,I,I,I,I,I,I,I
20020012,202002,14.0727,1.0559,2,1,2,68000,1100,1,2,1,3,1,R,R,R,R,R,R,R,R
20020013,202002,14.0727,1.0559,2,1,2,59000,1200,3,1,1,3,1,R,R,R,R,R,R,R,R
20020014,202002,14.0727,1.0559,2,1,2,56000,1100,1,1,1,3,1,I,I,I,I,I,I,I,I
20020015,202002,14.0727,1.0559,2,1,2,62000,1200,1,2,1,3,1,R,I,I,I,I,R,I,I
20020016,202002,14.0727,1.0559,2,1,2,53000,990,1,2,1,3,1,R,I,I,I,I,R,I,I
20020017,202002,57.5143,1.0559,3,1,2,47500,840,1,2,3,3,9,I,I,I,I,I,I,I,I
20020018,202002,57.5143,1.0559,3,1,2,59000,1200,1,2,3,3,9,I,I,I,I,I,I,I,I
20020019,202002,57.5143,1.0559,3,1,2,59000,1200,3,2,3,3,9,I,I,I,I,I,I,I,I
20020020,202002,14.0727,1.0559,2,1,2,56000,1100,3,2,1,3,1,I,I,I,I,I,I,I,I
20020021,202002,14.0727,1.0559,2,1,2,45300,1200,3,1,1,2,1,R,R,R,R,I,I,I,I
20020022,202002,14.0727,1.0559,2,1,2,50000,1100,3,2,1,3,1,R,R,R,R,R,R,R,R
20020023,202002,14.0727,1.0559,2,1,2,9,1100,3,3,1,3,1,R,9,R,R,R,R,R,R
20020024,202002,14.0727,1.0559,2,1,2,56000,1100,3,2,1,3,1,I,I,I,I,I,I,I,I
20020025,202002,14.0727,1.0559,2,1,2,53000,990,3,2,1,3,1,R,I,I,I,I,R,I,I
20020026,202002,57.5143,1.0559,3,1,2,47500,840,3,2,3,3,9,R,I,R,R,I,R,R,R
20020027,202002,14.0727,1.0559,2,1,2,47500,840,1,2,3,3,1,I,I,I,I,I,I,I,I
20020028,202002,14.0727,1.0559,2,1,2,33200,840,1,2,3,3,1,R,R,R,R,R,R,R,R
20020029,202002,14.0727,1.0559,2,1,2,67000,1200,1,2,3,2,1,R,R,R,R,R,R,R,R
20020030,202002,14.0727,1.0559,2,1,2,64000,1300,3,2,1,2,1,R,I,R,R,I,R,R,R
20020031,202002,19.8947,1.0559,4,1,2,68000,1300,3,9,3,2,1,I,I,I,I,I,I,I,I
20020032,202002,9.4667,1.0559,1,1,2,52000,960,1,2,1,3,1,I,I,I,I,I,I,I,I
20020033,202002,57.5143,1.0559,3,1,2,31400,920,3,2,1,3,9,R,R,R,R,R,R,R,R
20020034,202002,57.5143,1.0559,3,1,2,54000,1000,1,2,3,3,9,I,I,I,I,I,I,I,I
20020035,202002,14.0727,1.0559,2,1,2,55000,1100,3,2,1,3,1,R,R,R,R,R,R,R,R
20020036,202002,14.0727,1.0559,2,1,2,62000,1200,3,2,1,3,1,I,I,I,I,I,I,I,I
20020037,202002,14.0727,1.0559,2,1,2,51000,1300,3,3,1,2,1,R,R,R,R,R,R,R,R
20020038,202002,57.5143,1.0559,3,1,2,54000,1200,3,2,3,3,9,R,R,R,R,R,R,R,R
20020039,202002,19.8947,1.0559,4,1,2,61000,990,1,2,1,3,1,R,R,R,R,R,R,R,R
20020040,202002,9.4667,1.0559,1,1,2,40000,670,1,2,1,3,1,R,R,R,R,R,R,R,R
20020041,202002,9.4667,1.0559,1,1,2,52000,960,1,2,1,3,1,R,I,R,R,I,R,R,R
20020042,202002,9.4667,1.0559,1,1,2,66000,1100,1,2,1,2,1,R,R,R,R,R,R,R,R
20020043,202002,57.5143,1.0559,3,1,2,54000,1000,1,2,3,3,9,I,I,I,I,I,I,I,I
20020044,202002,57.5143,1.0559,3,1,2,59000,1200,3,2,3,3,9,I,I,I,I,I,I,I,I
20020045,202002,57.5143,1.0559,3,1,2,59000,1100,3,1,3,3,9,I,I,I,I,I,I,I,I
20020046,202002,57.5143,1.0559,3,1,2,65000,1200,3,2,3,3,9,R,R,R,R,R,R,R,R
20020047,202002,57.5143,1.0559,3,1,2,62000,1200,3,2,1,3,9,R,I,R,R,I,R,R,R
20020048,202002,57.5143,1.0559,3,1,2,52000,960,3,2,1,3,9,R,I,R,R,I,R,R,R
20020049,202002,57.5143,1.0559,3,1,2,66000,1200,3,2,3,2,9,R,R,R,R,R,R,R,R
20020050,202002,57.5143,1.0559,3,1,2,60000,1200,3,2,3,3,9,R,R,R,R,R,R,R,R
20020051,202002,57.5143,1.0559,3,1,2,58000,1200,3,1,3,3,9,R,R,R,R,R,R,R,R
20020052,202002,19.8947,1.0559,4,1,2,46400,810,1,9,3,1,9,I,I,I,I,I,I,I,I
20020053,202002,19.8947,1.0559,4,1,2,56000,1100,3,9,1,1,9,I,I,I,I,I,I,I,I
20020054,202002,9.4667,1.0559,1,1,2,49100,880,3,2,1,1,9,I,I,I,I,I,I,I,I
20020055,202002,57.5143,1.0559,3,1,2,64000,1300,3,2,3,1,9,I,I,I,I,I,I,I,I
20020056,202002,19.8947,1.0559,4,1,2,56000,1100,3,2,3,1,9,I,I,I,I,I,I,I,I
20020057,202002,19.8947,1.0559,4,1,2,56000,1100,3,2,3,1,9,I,I,I,I,I,I,I,I
20020058,202002,9.4667,1.0559,1,1,2,52000,960,1,9,3,1,9,I,I,I,I,I,I,I,I
20020059,202002,14.0727,1.0559,2,1,2,62000,1200,3,2,1,1,9,I,I,I,I,I,I,I,I
20020060,202002,14.0727,1.0559,2,1,2,60000,1100,3,2,1,1,9,R,R,R,R,R,R,R,R
20020061,202002,57.5143,1.0559,3,1,2,52000,960,3,2,3,1,9,I,I,I,I,I,I,I,I
20020062,202002,9.4667,1.0559,1,1,2,64000,1200,3,2,3,1,9,R,R,R,R,R,R,R,R
20020063,202002,9.4667,1.0559,1,1,2,52000,960,1,2,1,1,9,I,I,I,I,I,I,I,I
20020064,202002,9.4667,1.0559,1,1,2,9,960,1,2,1,1,9,R,9,I,I,I,R,R,R
20020065,202002,57.5143,1.0559,3,1,2,57000,1100,1,3,3,1,9,I,I,I,I,I,I,I,I
20020066,202002,57.5143,1.0559,3,1,2,31400,840,1,2,3,1,9,R,R,R,R,R,I,I,R
20020067,202002,57.5143,1.0559,3,1,2,79000,1200,1,2,3,1,9,R,R,R,R,R,R,I,R
20020068,202002,57.5143,1.0559,3,1,1,40200,700,1,9,9,9,9,R,I,R,R,9,9,9,9
20020069,202002,57.5143,1.0559,3,1,1,51000,920,1,9,9,9,9,R,I,R,R,9,9,9,9
20020070,202002,57.5143,1.0559,3,1,1,60000,1100,1,9,9,9,9,R,R,R,R,9,9,9,9
20020071,202002,19.8947,1.0559,4,1,1,81000,810,1,9,9,9,9,R,R,R,R,9,9,9,9
20020072,202002,14.0727,1.0559,2,1,1,62000,1200,3,9,9,9,9,R,I,R,R,9,9,9,9
20020073,202002,57.5143,1.0559,3,1,1,59000,1200,3,9,9,9,9,R,I,I,I,9,9,9,9
20020074,202002,14.0727,1.0559,2,1,1,41100,700,1,9,9,9,9,I,I,I,I,9,9,9,9
20020075,202002,57.5143,1.0559,3,1,1,59000,1200,3,9,9,9,9,R,I,R,R,9,9,9,9
20020076,202002,9.4667,1.0559,1,1,1,62000,1200,3,9,9,9,9,I,I,I,I,9,9,9,9
20020077,202002,57.5143,1.0559,3,1,1,47500,840,3,9,9,9,9,I,I,I,I,9,9,9,9
20020078,202002,19.8947,1.0559,4,1,1,57000,1100,3,9,9,9,9,I,I,I,I,9,9,9,9
20020079,202002,19.8947,1.0559,4,1,1,76000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20020080,202002,14.0727,1.0559,2,1,1,53000,990,3,9,9,9,9,I,I,I,I,9,9,9,9
20020081,202002,14.0727,1.0559,2,1,1,52000,960,3,9,9,9,9,I,I,I,I,9,9,9,9
20020082,202002,14.0727,1.0559,2,1,1,52000,960,1,9,9,9,9,I,I,I,I,9,9,9,9
20020083,202002,14.0727,1.0559,2,1,1,62000,1200,3,9,9,9,9,I,I,I,I,9,9,9,9
20020084,202002,14.0727,1.0559,2,1,1,70000,990,3,9,9,9,9,R,R,R,R,9,9,9,9
20020085,202002,14.0727,1.0559,2,1,1,39900,960,1,9,9,9,9,R,R,R,R,9,9,9,9
20020086,202002,57.5143,1.0559,3,1,1,59000,1100,3,9,9,9,9,I,I,I,I,9,9,9,9
20020087,202002,14.0727,1.0559,2,1,1,44900,1100,1,9,9,9,9,R,R,R,R,9,9,9,9
20020088,202002,19.8947,1.0559,4,1,1,46400,810,1,9,9,9,9,R,I,R,R,9,9,9,9
20020089,202002,14.0727,1.0559,3,1,1,51000,920,1,9,9,9,9,I,I,I,I,9,9,9,9
20020090,202002,57.5143,1.0559,3,1,1,39800,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20020091,202002,57.5143,1.0559,3,1,1,53000,980,3,9,9,9,9,I,I,I,I,9,9,9,9
20020092,202002,57.5143,1.0559,3,1,1,59000,1200,3,9,9,9,9,R,I,R,R,9,9,9,9
20020093,202002,57.5143,1.0559,3,1,1,62000,1200,3,9,9,9,9,I,I,I,I,9,9,9,9
20020094,202002,9.4667,1.0559,1,1,1,56000,1100,1,9,9,9,9,I,I,I,I,9,9,9,9
20020095,202002,19.8947,1.0559,4,1,1,46400,810,1,9,9,9,9,R,I,I,I,9,9,9,9
20020096,202002,14.0727,1.0559,2,1,1,64000,1300,3,9,9,9,9,I,I,I,I,9,9,9,9
20020097,202002,14.0727,1.0559,2,1,1,58000,1100,3,9,9,9,9,I,I,I,I,9,9,9,9
20020098,202002,14.0727,1.0559,2,1,1,64000,1300,3,9,9,9,9,R,I,R,R,9,9,9,9
20020099,202002,14.0727,1.0559,2,1,1,64000,1300,3,9,9,9,9,R,I,I,I,9,9,9,9
20020100,202002,14.0727,1.0559,2,1,1,53000,1100,3,9,9,9,9,R,R,R,R,9,9,9,9
20020101,202002,14.0727,1.0559,2,1,1,64000,1300,3,9,9,9,9,R,I,I,I,9,9,9,9
20020102,202002,14.0727,1.0559,2,1,1,58000,1100,1,9,9,9,9,R,I,I,I,9,9,9,9
